"method","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"STOREY","8832","6933","5267","3838","2747","1734","933","480","97"
"PC_DM","7791","6214","4798","3582","2588","1665","905","476","96"
"HYB_PC_STO","8891","6967","5283","3857","2754","1734","936","480","97"
"PC_QUAD","8506","6745","5144","3762","2716","1713","924","480","97"
"PC_ZZD","7790","6211","4798","3581","2586","1665","905","475","96"
"HYB_Quad_Storey","8953","7024","5295","3875","2768","1734","943","480","97"
"raw_BH","4475","3806","3119","2491","1891","1236","715","431","89"
"oracle_adaptive_BH","9265","7203","5514","3945","2793","1797","933","480","97"
"STOREY","8740","6876","5263","3921","2727","1752","1092","511","107"
"PC_DM","7687","6184","4849","3657","2575","1684","1066","498","107"
"HYB_PC_STO","8812","6933","5275","3940","2736","1763","1092","511","107"
"PC_QUAD","8436","6742","5175","3864","2691","1744","1085","508","107"
"PC_ZZD","7683","6174","4848","3650","2570","1681","1066","497","105"
"HYB_Quad_Storey","8873","7002","5288","3963","2739","1770","1093","509","107"
"raw_BH","4406","3698","3149","2512","1824","1241","852","421","102"
"oracle_adaptive_BH","9202","7261","5486","4006","2815","1780","1100","517","107"
"STOREY","8751","6982","5162","3913","2743","1573","1014","519","135"
"PC_DM","7858","6356","4748","3690","2560","1501","940","499","134"
"HYB_PC_STO","8830","7029","5189","3930","2756","1571","1016","519","135"
"PC_QUAD","8548","6833","5059","3863","2719","1554","1000","507","135"
"PC_ZZD","7855","6352","4744","3689","2556","1498","937","499","133"
"HYB_Quad_Storey","8907","7066","5211","3954","2777","1567","1026","520","135"
"raw_BH","4620","3894","2961","2500","1858","1152","750","416","128"
"oracle_adaptive_BH","9226","7286","5433","4090","2840","1632","1029","506","135"
"STOREY","8693","6903","5337","3797","2768","1871","1041","453","79"
"PC_DM","7744","6232","4817","3548","2613","1797","1015","446","78"
"HYB_PC_STO","8742","6949","5360","3810","2788","1872","1043","453","79"
"PC_QUAD","8425","6761","5187","3732","2736","1849","1040","452","79"
"PC_ZZD","7742","6231","4811","3548","2612","1794","1014","446","78"
"HYB_Quad_Storey","8775","6988","5386","3816","2796","1874","1043","453","79"
"raw_BH","4553","3859","2904","2312","1877","1399","852","363","70"
"oracle_adaptive_BH","9203","7249","5500","3971","2825","1908","1068","453","79"
"STOREY","8696","6929","5309","3866","2793","1786","947","508","109"
"PC_DM","7689","6180","4877","3616","2629","1686","904","502","109"
"HYB_PC_STO","8757","7020","5338","3867","2796","1788","947","509","109"
"PC_QUAD","8468","6763","5211","3801","2747","1776","946","507","109"
"PC_ZZD","7684","6175","4865","3616","2627","1672","904","502","109"
"HYB_Quad_Storey","8815","7083","5349","3872","2796","1790","947","509","109"
"raw_BH","4494","3765","3113","2438","1869","1260","694","420","93"
"oracle_adaptive_BH","9185","7239","5453","4001","2828","1819","974","510","109"
"STOREY","8743","6710","5238","3932","2710","1863","1078","495","128"
"PC_DM","7764","6040","4851","3604","2544","1757","1052","480","125"
"HYB_PC_STO","8812","6750","5276","3946","2718","1865","1087","495","128"
"PC_QUAD","8505","6556","5166","3822","2675","1837","1076","495","128"
"PC_ZZD","7758","6037","4844","3599","2541","1756","1049","479","125"
"HYB_Quad_Storey","8875","6773","5315","3962","2723","1866","1092","495","128"
"raw_BH","4464","3794","3067","2417","1804","1290","869","405","112"
"oracle_adaptive_BH","9215","7179","5481","4034","2769","1870","1098","495","128"
"STOREY","8709","6943","5359","4007","2838","1780","994","408","86"
"PC_DM","7805","6261","4892","3722","2627","1701","953","396","86"
"HYB_PC_STO","8791","6979","5388","4022","2840","1788","997","409","86"
"PC_QUAD","8517","6764","5271","3924","2782","1760","988","405","86"
"PC_ZZD","7805","6258","4891","3719","2625","1700","952","395","86"
"HYB_Quad_Storey","8865","7009","5428","4030","2841","1797","1004","409","86"
"raw_BH","4614","3790","3104","2532","1908","1318","768","348","63"
"oracle_adaptive_BH","9188","7265","5578","4103","2892","1805","989","410","86"
"STOREY","8737","6940","5281","3881","2642","1844","1074","482","97"
"PC_DM","7729","6278","4826","3638","2509","1763","1041","445","96"
"HYB_PC_STO","8803","6973","5304","3902","2640","1851","1074","481","97"
"PC_QUAD","8496","6764","5188","3833","2597","1831","1060","468","96"
"PC_ZZD","7727","6276","4821","3637","2505","1763","1040","443","96"
"HYB_Quad_Storey","8871","7003","5314","3906","2638","1853","1074","481","97"
"raw_BH","4481","3918","3137","2457","1788","1355","823","395","82"
"oracle_adaptive_BH","9218","7263","5496","4041","2728","1872","1079","487","96"
"STOREY","8713","6934","5158","3965","2840","1742","1065","453","104"
"PC_DM","7717","6273","4818","3705","2674","1675","1027","443","91"
"HYB_PC_STO","8789","6962","5189","3990","2851","1741","1075","453","104"
"PC_QUAD","8474","6743","5107","3917","2811","1717","1065","452","104"
"PC_ZZD","7716","6266","4812","3703","2671","1672","1027","443","91"
"HYB_Quad_Storey","8851","6994","5232","4024","2866","1740","1077","453","104"
"raw_BH","4505","3780","3106","2494","1880","1291","790","357","81"
"oracle_adaptive_BH","9213","7247","5456","4076","2871","1796","1075","454","104"
"STOREY","8620","6935","5270","3965","2938","1774","1135","427","117"
"PC_DM","7713","6265","4780","3674","2777","1711","1092","413","117"
"HYB_PC_STO","8694","7003","5289","3985","2956","1780","1140","433","117"
"PC_QUAD","8453","6779","5157","3900","2897","1760","1127","427","117"
"PC_ZZD","7711","6262","4776","3666","2776","1711","1092","411","117"
"HYB_Quad_Storey","8775","7037","5304","4009","2971","1785","1141","437","117"
"raw_BH","4475","3770","3007","2465","1991","1249","913","357","104"
"oracle_adaptive_BH","9170","7268","5435","4065","2963","1827","1149","438","117"
"STOREY","8659","6877","5154","3985","2755","1720","1034","466","111"
"PC_DM","7717","6154","4735","3700","2547","1669","1011","437","111"
"HYB_PC_STO","8698","6949","5193","3990","2762","1733","1039","466","111"
