"method","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"STOREY","762","371","288","94","27","3","7","3","0"
"PC","343","183","191","52","19","3","5","3","0"
"PC_STOREY","998","443","314","111","27","3","7","3","0"
"QUAD","668","350","262","93","27","3","7","3","0"
"PC_ZZD","343","183","191","52","19","3","5","3","0"
"QUAD_STOREY","1205","460","336","112","28","3","7","3","0"
"BH","50","52","74","15","17","0","1","3","0"
"oracle_ABH","6921","2395","891","252","49","4","7","3","0"
"STOREY","859","491","150","130","19","5","3","0","0"
"PC","471","168","94","94","14","5","3","0","0"
"PC_STOREY","1050","570","213","137","22","5","3","0","0"
"QUAD","740","415","144","125","19","5","3","0","0"
"PC_ZZD","470","163","93","94","14","5","3","0","0"
"QUAD_STOREY","1151","659","240","158","22","5","3","0","0"
"BH","90","51","35","13","10","5","3","0","0"
"oracle_ABH","6780","2565","804","361","94","7","3","0","0"
"STOREY","1154","482","215","68","36","7","5","0","0"
"PC","664","289","132","31","20","7","5","0","0"
"PC_STOREY","1321","498","256","69","36","7","5","0","0"
"QUAD","1086","463","211","62","36","7","5","0","0"
"PC_ZZD","663","289","132","31","20","7","5","0","0"
"QUAD_STOREY","1534","562","306","84","36","7","5","0","0"
"BH","125","44","18","17","12","5","1","0","0"
"oracle_ABH","7028","2407","839","277","48","21","5","0","0"
"STOREY","1089","563","199","42","2","1","1","0","1"
"PC","555","341","152","36","1","1","1","0","1"
"PC_STOREY","1267","624","213","46","2","1","1","4","1"
"QUAD","957","530","196","39","2","1","1","0","1"
"PC_ZZD","554","341","152","36","1","1","1","0","1"
"QUAD_STOREY","1404","727","221","50","2","1","1","4","1"
"BH","127","99","61","18","1","1","1","0","1"
"oracle_ABH","7009","2508","868","203","87","6","1","4","1"
"STOREY","1108","510","250","70","17","27","22","0","0"
"PC","551","211","176","41","15","24","18","0","0"
"PC_STOREY","1276","587","291","112","17","33","22","0","0"
"QUAD","993","463","244","57","17","27","22","0","0"
"PC_ZZD","551","209","176","41","15","24","18","0","0"
"QUAD_STOREY","1451","624","312","118","19","38","22","0","0"
"BH","141","45","52","14","0","17","3","0","0"
"oracle_ABH","6757","2520","900","266","96","47","25","0","0"
"STOREY","1080","461","259","111","48","8","2","7","0"
"PC","554","246","159","67","24","8","2","7","0"
"PC_STOREY","1224","548","276","131","48","8","2","7","0"
"QUAD","989","380","201","111","48","8","2","7","0"
"PC_ZZD","553","246","118","67","24","8","2","0","0"
"QUAD_STOREY","1428","587","326","150","49","8","2","7","0"
"BH","112","23","28","37","12","5","2","0","0"
"oracle_ABH","6863","2626","888","359","80","28","2","7","0"
"STOREY","1035","527","315","138","71","0","4","0","0"
"PC","551","346","199","86","57","0","4","0","0"
"PC_STOREY","1220","583","380","139","71","0","4","0","0"
"QUAD","921","503","270","126","71","0","4","0","0"
"PC_ZZD","551","346","193","86","57","0","4","0","0"
"QUAD_STOREY","1422","626","445","144","74","1","4","0","0"
"BH","132","87","39","27","27","0","4","0","0"
"oracle_ABH","6886","2501","873","301","117","12","8","0","0"
