"method","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"STOREY","9299","7965","6553","5291","4055","2909","1935","1090","394"
"PC_DM","9010","7696","6412","5154","3990","2865","1914","1075","394"
"HYB_PC_STO","9328","7987","6554","5291","4056","2915","1924","1088","394"
"PC_QUAD","9253","7915","6518","5261","4048","2906","1921","1085","397"
"PC_ZZD","9010","7696","6411","5150","3984","2861","1914","1073","394"
"HYB_Quad_Storey","9363","8004","6555","5291","4065","2917","1923","1086","397"
"raw_BH","6728","5835","5046","4147","3345","2429","1699","986","374"
"oracle_adaptive_BH","9395","8017","6629","5304","4079","2911","1947","1085","394"
"STOREY","9342","7975","6565","5203","3986","2979","1898","1088","350"
"PC_DM","9014","7718","6371","5059","3921","2936","1881","1080","350"
"HYB_PC_STO","9359","7987","6565","5194","3985","2979","1898","1088","350"
"PC_QUAD","9264","7923","6509","5152","3976","2963","1886","1087","350"
"PC_ZZD","9013","7717","6369","5057","3917","2934","1880","1075","350"
"HYB_Quad_Storey","9362","7999","6565","5194","3983","2976","1893","1088","349"
"raw_BH","6794","5906","4947","4059","3251","2534","1679","963","334"
"oracle_adaptive_BH","9410","8002","6568","5236","4027","2979","1898","1085","353"
"STOREY","9287","7966","6567","5297","4201","3045","1886","1088","390"
"PC_DM","8962","7730","6374","5195","4119","2997","1858","1084","387"
"HYB_PC_STO","9300","7970","6561","5299","4193","3039","1886","1088","390"
"PC_QUAD","9211","7906","6517","5283","4168","3023","1881","1088","389"
"PC_ZZD","8960","7727","6369","5195","4117","2994","1858","1084","386"
"HYB_Quad_Storey","9316","7970","6557","5299","4190","3033","1886","1088","390"
"raw_BH","6810","5941","4960","4128","3394","2558","1648","1001","376"
"oracle_adaptive_BH","9396","8024","6602","5328","4185","3053","1889","1106","390"
"STOREY","9309","7986","6560","5264","4062","2946","1935","1081","355"
"PC_DM","8983","7705","6378","5140","3992","2908","1919","1080","355"
"HYB_PC_STO","9325","8001","6561","5264","4072","2949","1935","1084","355"
"PC_QUAD","9253","7923","6516","5220","4056","2941","1932","1085","355"
"PC_ZZD","8983","7704","6376","5139","3991","2905","1918","1080","355"
"HYB_Quad_Storey","9339","8008","6558","5264","4079","2953","1935","1085","355"
"raw_BH","6706","5884","5002","4133","3251","2477","1685","993","338"
"oracle_adaptive_BH","9402","8036","6640","5260","4053","2941","1932","1085","355"
"STOREY","9336","7982","6615","5292","4007","3008","1888","1030","384"
"PC_DM","9024","7733","6450","5188","3932","2979","1879","1018","384"
"HYB_PC_STO","9343","7996","6637","5296","4011","3014","1889","1030","384"
"PC_QUAD","9245","7924","6610","5258","3992","3005","1888","1023","384"
"PC_ZZD","9023","7731","6448","5180","3930","2975","1878","1016","384"
"HYB_Quad_Storey","9347","8009","6651","5297","4019","3018","1892","1030","384"
"raw_BH","6841","5926","5029","4117","3281","2549","1677","918","366"
"oracle_adaptive_BH","9402","8026","6674","5321","4025","3028","1889","1021","384"
"STOREY","9317","7999","6632","5234","4149","2973","1963","1026","375"
"PC_DM","8997","7751","6451","5114","4079","2935","1944","1013","375"
"HYB_PC_STO","9330","8005","6639","5234","4159","2977","1970","1026","375"
"PC_QUAD","9241","7934","6603","5197","4149","2963","1964","1024","375"
