"method","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"STOREY","8734","6919","5418","3933","2744","1816","1074","462","126"
"PC","7879","6316","5009","3627","2603","1726","1033","450","122"
"PC_STOREY","8784","6962","5440","3945","2769","1823","1080","463","126"
"QUAD","8567","6791","5304","3853","2721","1791","1073","461","123"
"PC_ZZD","7877","6313","5005","3614","2598","1722","1033","450","122"
"QUAD_STOREY","8826","7015","5463","3955","2784","1825","1084","464","126"
"BH","4548","3871","3265","2444","1883","1260","838","410","107"
"oracle_ABH","9204","7193","5615","4048","2839","1839","1085","473","122"
"STOREY","8733","7134","5245","3822","2712","1777","936","437","105"
"PC","7796","6291","4805","3559","2575","1684","923","432","104"
"PC_STOREY","8800","7178","5260","3846","2726","1778","936","438","105"
"QUAD","8511","6926","5137","3769","2693","1744","933","438","104"
"PC_ZZD","7795","6290","4804","3551","2575","1683","919","432","104"
"QUAD_STOREY","8867","7223","5285","3857","2741","1778","939","439","104"
"BH","4586","3720","3027","2427","1836","1265","742","378","91"
"oracle_ABH","9205","7328","5454","4052","2804","1800","962","439","105"
"STOREY","8635","6934","5350","3878","2803","1691","1045","469","116"
"PC","7762","6313","4940","3598","2663","1613","1000","462","109"
"PC_STOREY","8726","6961","5382","3909","2811","1693","1045","469","116"
"QUAD","8451","6772","5264","3823","2776","1671","1022","466","116"
"PC_ZZD","7757","6312","4932","3589","2650","1609","997","462","109"
"QUAD_STOREY","8809","6994","5427","3920","2822","1695","1044","469","116"
"BH","4582","3896","3082","2415","1932","1270","813","396","100"
"oracle_ABH","9160","7252","5552","4009","2877","1763","1055","471","116"
"STOREY","8798","6861","5398","3745","2833","1733","1177","543","102"
"PC","7833","6208","4968","3506","2705","1660","1135","530","101"
"PC_STOREY","8884","6914","5453","3764","2842","1731","1187","543","102"
"QUAD","8578","6735","5306","3707","2805","1709","1173","543","102"
"PC_ZZD","7832","6206","4958","3502","2705","1653","1134","529","99"
"QUAD_STOREY","8950","6960","5482","3783","2847","1727","1189","544","102"
"BH","4476","3839","3190","2386","2004","1261","890","443","90"
"oracle_ABH","9234","7239","5598","3929","2877","1788","1189","543","102"
"STOREY","8790","7037","5367","3928","2707","1595","975","466","85"
"PC","7826","6408","4912","3679","2580","1520","944","465","85"
"PC_STOREY","8899","7094","5394","3941","2719","1593","978","466","85"
"QUAD","8556","6889","5228","3872","2691","1568","964","470","85"
"PC_ZZD","7826","6405","4906","3676","2579","1518","941","465","85"
"QUAD_STOREY","8978","7129","5415","3957","2739","1586","980","470","85"
"BH","4654","3849","3181","2491","1827","1224","723","395","77"
"oracle_ABH","9226","7347","5592","4058","2786","1651","986","485","85"
"STOREY","8722","7006","5064","4017","2706","1760","1210","506","123"
"PC","7732","6316","4673","3719","2595","1697","1163","501","123"
"PC_STOREY","8786","7050","5092","4052","2699","1760","1215","506","123"
"QUAD","8451","6824","5005","3919","2665","1742","1201","506","123"
"PC_ZZD","7729","6315","4670","3716","2590","1693","1156","501","122"
"QUAD_STOREY","8845","7095","5108","4070","2697","1759","1225","506","123"
"BH","4604","3815","3158","2500","1834","1264","907","453","106"
"oracle_ABH","9216","7364","5386","4070","2772","1824","1215","523","123"
"STOREY","8781","6751","5197","3927","2811","1825","1073","461","171"
"PC","7817","5994","4797","3714","2650","1733","1028","451","171"
"PC_STOREY","8854","6785","5230","3941","2823","1826","1078","457","171"
"QUAD","8533","6566","5115","3903","2780","1809","1059","455","171"
"PC_ZZD","7815","5989","4791","3713","2649","1732","1027","450","171"
"QUAD_STOREY","8902","6817","5259","3951","2849","1827","1078","457","171"
"BH","4606","3591","3025","2585","1888","1292","807","386","156"
"oracle_ABH","9231","7130","5432","4134","2848","1869","1079","470","171"
"STOREY","8670","6737","5234","4000","2615","1721","1013","454","80"
"PC","7794","6078","4830","3711","2450","1622","1000","451","78"
"PC_STOREY","8717","6805","5284","4025","2628","1723","1022","454","80"
"QUAD","8475","6581","5142","3953","2581","1704","1013","454","79"
"PC_ZZD","7791","6073","4826","3710","2448","1621","996","450","78"
"QUAD_STOREY","8765","6864","5302","4049","2632","1729","1036","454","80"
"BH","4542","3754","3073","2434","1781","1189","786","337","73"
"oracle_ABH","9175","7200","5542","4138","2700","1756","1063","467","80"
"STOREY","8747","6887","5412","3965","2730","1771","934","513","104"
"PC","7755","6184","5008","3686","2583","1716","910","509","104"
"PC_STOREY","8851","6914","5444","3982","2738","1791","934","513","104"
"QUAD","8518","6703","5326","3915","2699","1764","932","513","104"
"PC_ZZD","7754","6178","5005","3686","2582","1709","910","509","104"
"QUAD_STOREY","8937","6947","5462","3994","2751","1797","934","516","104"
"BH","4446","3798","3247","2515","1830","1294","760","426","102"
"oracle_ABH","9214","7283","5607","4042","2795","1828","950","513","104"
"STOREY","8649","6925","5228","4020","2760","1864","1037","474","124"
"PC","7635","6248","4780","3725","2573","1758","1010","468","124"
"PC_STOREY","8688","6953","5273","4019","2766","1875","1038","476","124"
"QUAD","8355","6792","5138","3924","2712","1852","1037","474","124"
"PC_ZZD","7633","6242","4780","3721","2570","1752","1008","468","123"
"QUAD_STOREY","8714","6996","5295","4019","2767","1886","1047","476","126"
"BH","4492","3836","3060","2495","1818","1324","818","418","120"
"oracle_ABH","9165","7233","5450","4078","2826","1915","1043","484","130"
"STOREY","8602","6933","5443","3928","2871","1886","972","549","130"
"PC","7601","6276","4924","3624","2690","1771","938","536","124"
"PC_STOREY","8668","7034","5473","3959","2897","1893","972","549","130"
"QUAD","8357","6829","5335","3882","2855","1863","957","547","130"
"PC_ZZD","7597","6269","4924","3621","2681","1771","932","536","124"
"QUAD_STOREY","8748","7107","5492","3986","2915","1900","975","550","130"
"BH","4396","3819","3158","2504","1914","1293","722","460","107"
"oracle_ABH","9171","7267","5607","4048","2966","1876","985","552","130"
"STOREY","8735","6822","5262","3907","2810","1800","1059","503","120"
"PC","7791","6158","4866","3688","2637","1721","1015","491","115"
"PC_STOREY","8815","6904","5306","3916","2835","1815","1065","506","120"
"QUAD","8504","6688","5169","3848","2761","1795","1057","495","120"
"PC_ZZD","7786","6156","4863","3685","2633","1721","1013","490","115"
"QUAD_STOREY","8885","6957","5334","3926","2842","1825","1072","506","120"
"BH","4591","3786","3107","2479","1903","1312","824","416","107"
"oracle_ABH","9210","7207","5521","4051","2909","1845","1078","511","121"
"STOREY","8789","6832","5379","3849","2774","1845","1112","459","81"
"PC","7831","6144","4894","3542","2622","1782","1072","449","81"
"PC_STOREY","8844","6871","5414","3876","2778","1847","1112","459","82"
"QUAD","8568","6653","5264","3783","2741","1824","1103","453","82"
"PC_ZZD","7831","6141","4891","3536","2619","1780","1072","449","81"
