"method","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"STOREY","1","2","0","0","0","0","2","0","1"
"PC_DM","1","2","0","0","0","0","2","0","1"
"HYB_PC_STO","1","2","0","0","0","0","2","0","1"
"PC_QUAD","1","2","0","0","0","0","2","0","1"
"PC_ZZD","1","2","0","0","0","0","2","0","1"
"HYB_Quad_Storey","1","2","0","0","0","0","2","0","1"
"raw_BH","1","2","0","0","0","0","2","0","1"
"oracle_adaptive_BH","2025","92","0","2","0","0","2","0","1"
"STOREY","1","4","0","0","5","0","0","0","0"
"PC_DM","0","3","0","0","5","0","0","0","0"
"HYB_PC_STO","1","5","0","0","5","0","0","0","0"
"PC_QUAD","1","4","0","0","5","0","0","0","0"
"PC_ZZD","0","3","0","0","5","0","0","0","0"
"HYB_Quad_Storey","1","5","0","0","5","0","0","0","0"
"raw_BH","0","3","0","0","2","0","0","0","0"
"oracle_adaptive_BH","2372","53","0","0","5","5","0","0","0"
"STOREY","2","8","1","1","1","0","0","0","0"
"PC_DM","2","8","1","1","1","0","0","0","0"
"HYB_PC_STO","2","13","1","1","1","0","0","0","0"
"PC_QUAD","2","8","1","1","1","0","0","0","0"
"PC_ZZD","2","8","1","1","1","0","0","0","0"
"HYB_Quad_Storey","2","13","1","1","1","0","0","0","0"
"raw_BH","2","4","1","1","0","0","0","0","0"
"oracle_adaptive_BH","2022","50","26","2","2","0","0","0","0"
"STOREY","2","0","0","0","0","1","1","1","1"
"PC_DM","0","0","0","0","0","1","1","1","1"
"HYB_PC_STO","2","0","0","0","0","1","1","1","1"
"PC_QUAD","2","0","0","0","0","1","1","1","1"
"PC_ZZD","0","0","0","0","0","1","1","1","1"
"HYB_Quad_Storey","2","0","0","0","0","1","1","1","1"
"raw_BH","0","0","0","0","0","0","1","1","1"
"oracle_adaptive_BH","2350","27","2","5","0","1","1","1","1"
"STOREY","0","1","1","7","0","0","0","0","0"
"PC_DM","0","1","0","5","0","0","0","0","0"
"HYB_PC_STO","0","1","1","7","0","0","0","0","0"
"PC_QUAD","0","1","1","7","0","0","0","0","0"
"PC_ZZD","0","1","0","5","0","0","0","0","0"
"HYB_Quad_Storey","0","5","1","7","0","0","0","0","0"
"raw_BH","0","1","0","5","0","0","0","0","0"
"oracle_adaptive_BH","1994","48","1","8","0","0","0","0","0"
"STOREY","1","0","1","0","3","0","1","0","0"
"PC_DM","1","0","1","0","3","0","1","0","0"
"HYB_PC_STO","1","0","1","0","3","0","1","0","0"
"PC_QUAD","1","0","1","0","3","0","1","0","0"
"PC_ZZD","1","0","1","0","3","0","1","0","0"
"HYB_Quad_Storey","1","0","1","0","3","0","1","0","0"
"raw_BH","1","0","1","0","3","0","1","0","0"
"oracle_adaptive_BH","2495","135","18","7","4","0","1","0","0"
"STOREY","2","4","3","0","0","0","0","0","0"
"PC_DM","2","4","3","0","0","0","0","0","0"
"HYB_PC_STO","2","5","3","0","0","0","0","0","0"
"PC_QUAD","2","4","3","0","0","0","0","0","0"
"PC_ZZD","2","4","3","0","0","0","0","0","0"
"HYB_Quad_Storey","2","5","3","0","0","0","0","0","0"
"raw_BH","2","0","0","0","0","0","0","0","0"
"oracle_adaptive_BH","2426","69","5","8","1","0","0","0","0"
"STOREY","3","0","0","0","0","0","1","0","0"
"PC_DM","3","0","0","0","0","0","1","0","0"
"HYB_PC_STO","3","0","0","0","0","0","1","0","0"
"PC_QUAD","3","0","0","0","0","0","1","0","0"
"PC_ZZD","3","0","0","0","0","0","1","0","0"
"HYB_Quad_Storey","3","0","0","0","0","0","1","0","0"
"raw_BH","0","0","0","0","0","0","1","0","0"
"oracle_adaptive_BH","2265","0","0","0","0","0","1","2","0"
"STOREY","6","0","0","5","1","0","2","0","0"
"PC_DM","6","0","0","5","1","0","2","0","0"
"HYB_PC_STO","7","0","0","5","1","0","2","0","0"
"PC_QUAD","6","0","0","5","1","0","2","0","0"
"PC_ZZD","6","0","0","5","1","0","2","0","0"
"HYB_Quad_Storey","7","0","0","5","1","0","2","0","0"
"raw_BH","3","0","0","3","1","0","2","0","0"
"oracle_adaptive_BH","2081","26","15","5","1","0","2","0","0"
"STOREY","4","0","0","0","0","0","0","0","0"
"PC_DM","3","0","0","0","0","0","0","0","0"
"HYB_PC_STO","4","0","0","0","0","0","0","0","0"
"PC_QUAD","4","0","0","0","0","0","0","0","0"
"PC_ZZD","3","0","0","0","0","0","0","0","0"
"HYB_Quad_Storey","4","0","0","0","0","0","0","0","0"
"raw_BH","0","0","0","0","0","0","0","0","0"
"oracle_adaptive_BH","2058","122","0","5","0","1","0","0","0"
"STOREY","5","1","0","1","0","0","0","1","0"
"PC_DM","5","1","0","1","0","0","0","1","0"
"HYB_PC_STO","5","1","0","1","0","0","0","1","0"
"PC_QUAD","5","1","0","1","0","0","0","1","0"
"PC_ZZD","5","1","0","1","0","0","0","1","0"
"HYB_Quad_Storey","5","1","0","1","0","0","0","1","0"
"raw_BH","2","0","0","1","0","0","0","1","0"
"oracle_adaptive_BH","2468","1","11","8","1","0","0","1","0"
"STOREY","9","1","0","0","0","0","0","0","0"
"PC_DM","8","1","0","0","0","0","0","0","0"
"HYB_PC_STO","9","1","0","0","0","0","0","0","0"
"PC_QUAD","9","1","0","0","0","0","0","0","0"
"PC_ZZD","8","1","0","0","0","0","0","0","0"
"HYB_Quad_Storey","9","1","0","0","0","0","0","0","0"
"raw_BH","3","1","0","0","0","0","0","0","0"
