"method","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"STOREY","9420","7917","6696","5344","4049","2895","1932","1046","382"
"PC","9044","7687","6512","5226","3972","2861","1909","1030","381"
"PC_STOREY","9422","7912","6717","5350","4049","2901","1928","1046","382"
"QUAD","9302","7857","6655","5320","4040","2894","1919","1037","382"
"PC_ZZD","9041","7684","6510","5221","3969","2861","1907","1027","381"
"QUAD_STOREY","9422","7902","6733","5354","4049","2904","1925","1045","384"
"BH","6815","5877","5103","4133","3253","2435","1657","920","360"
"oracle_ABH","9440","7984","6697","5334","4065","2917","1931","1041","384"
"STOREY","9377","8022","6434","5424","4137","2964","1959","1095","427"
"PC","8987","7811","6268","5308","4066","2925","1939","1091","423"
"PC_STOREY","9387","8033","6440","5424","4146","2969","1959","1095","426"
"QUAD","9273","7987","6397","5394","4127","2959","1959","1095","424"
"PC_ZZD","8986","7807","6267","5306","4066","2923","1936","1084","423"
"QUAD_STOREY","9407","8040","6445","5424","4154","2977","1959","1095","426"
"BH","6725","5965","4918","4249","3351","2513","1679","983","409"
"oracle_ABH","9416","8065","6523","5412","4121","2952","1973","1100","424"
"STOREY","9329","7897","6626","5353","4108","3045","1959","1121","378"
"PC","9031","7622","6424","5216","4012","3014","1939","1119","377"
"PC_STOREY","9348","7908","6631","5349","4108","3048","1952","1121","378"
"QUAD","9277","7847","6600","5307","4070","3037","1945","1119","378"
"PC_ZZD","9028","7620","6422","5213","4008","3009","1939","1119","377"
"QUAD_STOREY","9362","7914","6635","5344","4108","3048","1946","1120","379"
"BH","6873","5781","5111","4170","3331","2566","1739","1031","355"
"oracle_ABH","9406","7963","6640","5343","4089","3044","1985","1123","380"
"STOREY","9260","7931","6567","5275","4111","2921","1911","1120","405"
"PC","8966","7715","6427","5149","4029","2870","1876","1112","412"
"PC_STOREY","9267","7948","6570","5280","4111","2925","1918","1121","405"
"QUAD","9201","7907","6535","5249","4090","2915","1911","1120","413"
"PC_ZZD","8966","7713","6424","5147","4028","2868","1874","1109","407"
"QUAD_STOREY","9274","7965","6581","5286","4111","2929","1925","1122","406"
"BH","6896","5869","5021","4142","3352","2412","1631","1017","385"
"oracle_ABH","9390","8020","6612","5301","4104","2932","1911","1119","414"
