"method","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"STOREY","9463","8232","7116","5930","4881","3711","2704","1658","668"
"PC","9311","8159","7072","5895","4861","3696","2698","1657","666"
"PC_STOREY","9470","8234","7115","5932","4881","3710","2703","1657","668"
"QUAD","9446","8222","7113","5924","4877","3705","2703","1657","666"
"PC_ZZD","9311","8158","7071","5894","4860","3696","2698","1653","666"
"QUAD_STOREY","9473","8236","7115","5933","4878","3706","2701","1653","667"
"BH","8110","7088","6214","5223","4369","3412","2499","1584","641"
"oracle_ABH","9469","8250","7131","5938","4876","3713","2699","1657","666"
"STOREY","9447","8221","7127","5964","4808","3726","2621","1554","660"
"PC","9307","8165","7064","5940","4799","3707","2614","1554","660"
"PC_STOREY","9442","8218","7127","5963","4806","3723","2621","1556","660"
"QUAD","9400","8204","7119","5959","4806","3716","2618","1557","660"
"PC_ZZD","9307","8165","7063","5939","4799","3705","2613","1553","660"
"QUAD_STOREY","9438","8215","7127","5962","4806","3722","2620","1559","660"
"BH","8077","7152","6194","5327","4306","3365","2435","1486","632"
"oracle_ABH","9455","8249","7127","5973","4828","3708","2618","1554","661"
"STOREY","9390","8227","7176","5949","4840","3808","2514","1552","621"
"PC","9277","8173","7127","5913","4815","3794","2510","1553","621"
"PC_STOREY","9390","8238","7174","5950","4842","3808","2515","1554","618"
"QUAD","9379","8219","7164","5938","4838","3802","2516","1557","618"
"PC_ZZD","9275","8171","7127","5912","4813","3792","2509","1552","619"
"QUAD_STOREY","9392","8239","7167","5952","4843","3807","2514","1557","613"
"BH","8101","7161","6258","5233","4311","3440","2334","1481","604"
"oracle_ABH","9436","8264","7177","5950","4833","3794","2522","1559","632"
"STOREY","9508","8265","7123","5881","4815","3561","2511","1564","672"
"PC","9373","8195","7063","5852","4788","3546","2502","1564","670"
"PC_STOREY","9510","8273","7126","5881","4813","3562","2511","1565","672"
"QUAD","9461","8258","7110","5876","4803","3562","2509","1566","672"
"PC_ZZD","9372","8195","7062","5850","4785","3546","2502","1564","669"
"QUAD_STOREY","9512","8279","7129","5881","4811","3562","2511","1569","673"
"BH","8195","7160","6163","5192","4294","3252","2331","1496","647"
"oracle_ABH","9489","8279","7106","5908","4799","3572","2513","1564","670"
"STOREY","9426","8287","7085","5943","4812","3696","2572","1561","634"
"PC","9284","8213","7021","5918","4794","3687","2565","1556","633"
"PC_STOREY","9427","8287","7089","5948","4814","3693","2572","1561","634"
"QUAD","9389","8279","7082","5947","4809","3693","2571","1559","633"
"PC_ZZD","9283","8213","7021","5917","4793","3685","2563","1556","631"
"QUAD_STOREY","9433","8289","7092","5954","4817","3690","2572","1560","633"
"BH","8060","7122","6188","5296","4325","3351","2409","1476","615"
"oracle_ABH","9447","8293","7080","5942","4803","3700","2574","1559","634"
"STOREY","9436","8293","7130","6088","4692","3713","2481","1614","619"
"PC","9314","8198","7076","6045","4674","3689","2478","1614","617"
"PC_STOREY","9442","8294","7134","6088","4699","3712","2484","1614","619"
"QUAD","9416","8274","7121","6081","4699","3704","2485","1614","619"
"PC_ZZD","9311","8198","7074","6044","4671","3687","2477","1613","617"
"QUAD_STOREY","9456","8295","7140","6088","4704","3711","2486","1614","619"
"BH","8091","7086","6196","5297","4222","3392","2319","1543","599"
"oracle_ABH","9456","8289","7126","6053","4708","3696","2493","1614","619"
"STOREY","9372","8314","7168","5943","4737","3653","2537","1557","611"
"PC","9236","8228","7109","5910","4710","3650","2538","1549","611"
"PC_STOREY","9379","8314","7165","5947","4735","3653","2538","1560","611"
"QUAD","9348","8291","7150","5947","4725","3653","2539","1558","611"
"PC_ZZD","9236","8227","7108","5908","4708","3650","2537","1549","611"
"QUAD_STOREY","9388","8314","7162","5952","4730","3653","2538","1566","611"
"BH","7990","7136","6237","5181","4260","3338","2366","1468","589"
"oracle_ABH","9423","8298","7165","5947","4731","3661","2551","1551","611"
"STOREY","9470","8219","7023","6018","4812","3626","2617","1592","664"
"PC","9317","8155","6983","5969","4803","3604","2607","1585","663"
"PC_STOREY","9472","8216","7025","6017","4813","3630","2611","1592","664"
"QUAD","9432","8206","7022","6004","4813","3628","2610","1592","664"
"PC_ZZD","9316","8155","6983","5967","4801","3603","2606","1585","663"
"QUAD_STOREY","9474","8214","7026","6017","4813","3635","2611","1592","664"
"BH","8083","7143","6148","5268","4318","3283","2401","1508","645"
"oracle_ABH","9471","8267","7053","5995","4822","3616","2611","1592","662"
"STOREY","9443","8227","7130","5891","4817","3542","2590","1542","692"
"PC","9314","8154","7060","5853","4793","3535","2581","1540","691"
"PC_STOREY","9447","8230","7136","5890","4817","3542","2590","1540","692"
"QUAD","9427","8214","7117","5878","4809","3541","2584","1540","692"
"PC_ZZD","9313","8152","7059","5852","4793","3535","2580","1540","690"
"QUAD_STOREY","9450","8231","7141","5887","4817","3541","2584","1540","692"
"BH","8092","7127","6189","5211","4305","3215","2437","1453","669"
"oracle_ABH","9460","8253","7116","5893","4815","3563","2601","1547","689"
"STOREY","9400","8282","7134","5964","4809","3614","2651","1649","736"
"PC","9278","8200","7087","5953","4792","3605","2642","1649","737"
"PC_STOREY","9395","8290","7130","5973","4810","3619","2651","1649","736"
"QUAD","9368","8267","7121","5984","4809","3622","2647","1649","737"
"PC_ZZD","9278","8199","7087","5952","4791","3604","2642","1649","736"
"QUAD_STOREY","9389","8292","7129","5985","4810","3623","2649","1649","736"
"BH","8051","7133","6256","5263","4279","3296","2431","1548","714"
"oracle_ABH","9433","8292","7140","5985","4812","3617","2646","1650","737"
"STOREY","9471","8297","7066","5964","4721","3520","2639","1551","658"
"PC","9311","8205","7008","5939","4702","3492","2627","1550","658"
"PC_STOREY","9469","8303","7067","5966","4725","3514","2639","1551","658"
"QUAD","9417","8295","7053","5966","4721","3511","2639","1551","658"
"PC_ZZD","9309","8203","7007","5937","4699","3491","2624","1550","658"
"QUAD_STOREY","9466","8307","7067","5967","4731","3513","2642","1551","658"
"BH","8134","7114","6199","5231","4264","3174","2428","1468","645"
"oracle_ABH","9463","8309","7075","5964","4730","3537","2638","1551","660"
"STOREY","9509","8288","7048","5857","4978","3592","2625","1572","640"
"PC","9355","8233","7004","5828","4967","3586","2616","1569","640"
"PC_STOREY","9516","8292","7053","5851","4978","3592","2626","1572","640"
"QUAD","9480","8288","7045","5841","4978","3592","2623","1572","640"
"PC_ZZD","9351","8232","7002","5828","4966","3584","2614","1568","639"
"QUAD_STOREY","9521","8299","7058","5845","4983","3592","2628","1571","639"
"BH","8117","7191","6141","5207","4476","3302","2451","1500","613"
"oracle_ABH","9496","8299","7051","5880","4971","3595","2621","1575","641"
"STOREY","9458","8318","7018","5901","4763","3673","2695","1593","724"
"PC","9355","8240","6975","5867","4741","3663","2682","1593","722"
"PC_STOREY","9466","8320","7020","5901","4764","3673","2697","1593","724"
"QUAD","9446","8309","7011","5901","4761","3673","2695","1593","724"
"PC_ZZD","9355","8234","6974","5867","4740","3662","2681","1593","721"
"QUAD_STOREY","9480","8325","7021","5902","4765","3675","2709","1593","724"
"BH","8155","7169","6149","5214","4217","3340","2472","1519","690"
"oracle_ABH","9458","8317","7051","5916","4763","3673","2674","1597","719"
"STOREY","9411","8297","7110","5965","4824","3596","2634","1608","585"
"PC","9307","8213","7045","5940","4808","3587","2626","1591","585"
"PC_STOREY","9417","8303","7119","5969","4823","3596","2633","1607","585"
"QUAD","9393","8296","7110","5966","4821","3596","2629","1597","585"
