"method","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"STOREY","8663","6759","5253","3780","2653","1746","1007","398","124"
"PC","7733","6010","4854","3576","2506","1680","986","397","124"
"PC_STOREY","8738","6818","5293","3795","2661","1748","1007","398","125"
"QUAD","8435","6591","5187","3730","2640","1730","1003","398","124"
"PC_ZZD","7730","6009","4853","3574","2503","1679","986","397","124"
"QUAD_STOREY","8790","6867","5326","3803","2681","1748","1008","398","125"
"BH","4592","3609","3111","2399","1782","1277","801","338","115"
"oracle_ABH","9172","7164","5506","3934","2756","1780","1045","430","124"
"STOREY","8656","6887","5497","3890","2746","1743","1134","523","107"
"PC","7735","6183","5012","3605","2559","1659","1100","517","102"
"PC_STOREY","8735","6945","5539","3924","2761","1753","1137","523","107"
"QUAD","8455","6733","5391","3812","2722","1736","1131","523","107"
"PC_ZZD","7733","6180","5007","3604","2558","1658","1098","517","102"
"QUAD_STOREY","8796","7010","5578","3940","2772","1756","1137","523","107"
"BH","4597","3874","3173","2427","1793","1223","851","455","96"
"oracle_ABH","9181","7230","5658","4057","2813","1777","1140","530","107"
"STOREY","8828","6943","5426","3942","2641","1786","984","448","87"
"PC","7906","6272","4934","3629","2468","1687","949","429","83"
"PC_STOREY","8905","6982","5442","3956","2657","1794","990","448","87"
"QUAD","8638","6777","5297","3861","2592","1762","976","447","87"
"PC_ZZD","7906","6266","4933","3619","2467","1683","949","427","83"
"QUAD_STOREY","8975","7023","5466","3975","2667","1801","997","448","87"
"BH","4611","3860","3107","2543","1722","1264","754","364","74"
"oracle_ABH","9228","7274","5559","4015","2695","1830","1010","453","89"
"STOREY","8770","6926","5263","3813","2652","1796","1066","525","144"
"PC","7783","6254","4866","3541","2486","1716","1023","506","142"
"PC_STOREY","8821","6956","5300","3838","2658","1800","1069","525","143"
"QUAD","8497","6771","5163","3765","2604","1785","1064","512","142"
"PC_ZZD","7779","6250","4852","3538","2485","1711","1023","506","142"
"QUAD_STOREY","8865","6992","5321","3872","2664","1807","1070","524","142"
"BH","4561","3825","3165","2375","1768","1328","788","419","131"
"oracle_ABH","9216","7242","5454","3920","2688","1800","1065","525","144"
"STOREY","8763","6829","5204","3842","2632","1922","983","419","148"
"PC","7765","6117","4815","3556","2458","1857","927","405","145"
"PC_STOREY","8842","6857","5249","3858","2636","1925","983","421","148"
"QUAD","8537","6619","5131","3776","2585","1913","967","418","148"
"PC_ZZD","7758","6114","4813","3554","2448","1857","926","405","145"
"QUAD_STOREY","8899","6877","5293","3880","2643","1934","983","421","148"
"BH","4514","3774","3133","2401","1702","1386","743","348","142"
"oracle_ABH","9217","7194","5500","3998","2685","1950","991","413","148"
"STOREY","8819","6894","5340","3850","2889","1877","993","508","126"
"PC","7926","6164","4859","3575","2690","1817","978","493","126"
"PC_STOREY","8883","6947","5349","3857","2896","1871","993","508","126"
"QUAD","8586","6726","5231","3796","2825","1845","990","502","126"
"PC_ZZD","7923","6161","4856","3574","2686","1816","977","492","126"
"QUAD_STOREY","8939","6995","5360","3863","2910","1871","995","508","126"
"BH","4594","3771","3151","2463","1927","1402","777","419","115"
"oracle_ABH","9244","7257","5553","4011","2934","1926","1010","502","133"
"STOREY","8850","6807","5081","3838","2762","1692","1099","448","121"
"PC","7898","6142","4704","3577","2602","1633","1049","443","121"
"PC_STOREY","8940","6846","5120","3843","2772","1695","1105","448","121"
"QUAD","8646","6609","5017","3751","2716","1680","1096","448","121"
"PC_ZZD","7898","6140","4694","3573","2594","1632","1049","443","121"
"QUAD_STOREY","9016","6879","5152","3848","2792","1699","1106","449","121"
"BH","4551","3785","3061","2444","1815","1284","883","380","111"
"oracle_ABH","9259","7197","5379","4041","2826","1744","1141","449","124"
"STOREY","8623","7006","5144","3969","2793","1989","966","487","95"
"PC","7719","6388","4778","3690","2639","1873","931","481","90"
"PC_STOREY","8700","7061","5189","3986","2804","1993","972","490","95"
"QUAD","8409","6874","5071","3896","2752","1949","954","490","90"
"PC_ZZD","7715","6381","4769","3684","2638","1865","930","481","90"
"QUAD_STOREY","8770","7098","5208","4009","2811","1995","972","490","95"
"BH","4539","3816","3048","2465","1888","1418","712","410","83"
"oracle_ABH","9176","7301","5442","4031","2886","1978","1004","490","90"
"STOREY","8834","6926","5454","3945","2550","1883","1018","445","128"
"PC","7859","6282","5001","3573","2449","1799","982","442","127"
"PC_STOREY","8917","6965","5498","3969","2570","1889","1020","450","128"
"QUAD","8657","6794","5388","3849","2531","1858","1017","450","127"
"PC_ZZD","7858","6276","4995","3572","2447","1792","977","442","127"
"QUAD_STOREY","9006","6997","5555","3992","2580","1893","1023","454","128"
"BH","4520","3848","3377","2422","1758","1365","786","363","104"
"oracle_ABH","9250","7316","5641","3991","2704","1886","1020","451","128"
"STOREY","8697","6987","5301","3877","2548","1821","1046","445","104"
"PC","7785","6302","4923","3638","2433","1718","1002","441","104"
"PC_STOREY","8770","7019","5330","3892","2555","1827","1046","448","104"
"QUAD","8477","6782","5205","3835","2536","1788","1030","448","104"
"PC_ZZD","7784","6301","4920","3636","2422","1718","1002","441","104"
"QUAD_STOREY","8837","7044","5351","3902","2559","1827","1047","448","104"
"BH","4487","3721","3217","2441","1782","1252","844","378","91"
"oracle_ABH","9203","7286","5523","4063","2703","1859","1054","449","104"
"STOREY","8664","6907","5269","4111","2716","1832","1100","451","160"
"PC","7685","6255","4767","3847","2599","1778","1069","444","159"
"PC_STOREY","8748","6969","5278","4124","2742","1836","1105","453","160"
"QUAD","8422","6773","5108","4045","2691","1823","1086","452","160"
"PC_ZZD","7671","6250","4765","3834","2598","1776","1069","444","159"
"QUAD_STOREY","8827","7019","5289","4130","2765","1841","1110","460","161"
"BH","4530","3828","3040","2584","1798","1307","817","362","146"
"oracle_ABH","9186","7248","5431","4205","2781","1860","1100","463","160"
"STOREY","8788","7004","5260","3878","2584","1842","991","476","91"
"PC","7866","6405","4828","3644","2471","1783","964","459","88"
"PC_STOREY","8853","7047","5288","3903","2613","1845","993","476","90"
"QUAD","8592","6880","5166","3838","2578","1826","982","476","89"
"PC_ZZD","7862","6402","4824","3642","2470","1779","962","459","88"
"QUAD_STOREY","8913","7078","5322","3923","2633","1852","993","476","90"
"BH","4539","3918","3065","2524","1792","1306","757","391","81"
"oracle_ABH","9233","7297","5421","4069","2700","1842","1007","480","90"
"STOREY","8914","6979","5171","3767","2932","1825","963","408","102"
"PC","7920","6304","4723","3501","2733","1769","936","407","102"
"PC_STOREY","8987","7025","5207","3810","2929","1829","969","408","102"
"QUAD","8713","6816","5024","3730","2863","1814","958","408","102"
"PC_ZZD","7918","6300","4722","3501","2729","1765","936","402","102"
"QUAD_STOREY","9084","7057","5224","3824","2921","1836","969","408","102"
"BH","4535","3848","2984","2387","1971","1351","735","357","98"
"oracle_ABH","9261","7309","5407","3968","2958","1893","972","429","102"
"STOREY","8817","6901","5282","3987","2701","1679","948","478","106"
"PC","7875","6194","4850","3696","2573","1594","910","473","103"
"PC_STOREY","8891","6976","5295","3999","2703","1683","949","478","106"
"QUAD","8571","6812","5170","3895","2665","1662","935","477","106"
"PC_ZZD","7871","6192","4848","3695","2571","1592","910","473","103"
"QUAD_STOREY","8937","7037","5313","4013","2714","1690","951","477","106"
"BH","4568","3783","3132","2516","1842","1215","726","399","100"
"oracle_ABH","9208","7280","5504","4084","2766","1703","958","486","106"
"STOREY","8907","6889","5281","3846","2723","1759","1143","477","69"
"PC","7960","6171","4803","3642","2563","1706","1101","467","69"
"PC_STOREY","8990","6943","5309","3881","2734","1760","1144","477","69"
"QUAD","8687","6725","5191","3809","2711","1745","1124","469","69"
"PC_ZZD","7958","6169","4800","3640","2563","1703","1093","466","69"
"QUAD_STOREY","9074","6997","5334","3905","2754","1762","1146","477","69"
"BH","4564","3780","3112","2545","1809","1292","843","366","67"
"oracle_ABH","9260","7196","5487","3991","2822","1814","1124","482","71"
"STOREY","8562","6828","5309","3902","2772","1883","1019","485","126"
"PC","7661","6173","4876","3685","2597","1821","979","480","124"
"PC_STOREY","8621","6879","5360","3934","2790","1904","1019","485","126"
