"method","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"PC","421","406","328","237","212","138","96","52","24"
"PC_ZZD","422","406","328","236","212","138","96","52","24"
"BH","329","310","260","180","179","118","82","43","24"
"oracle_ABH","464","415","341","239","216","146","96","52","24"
"PC","444","401","282","251","199","168","94","51","10"
"PC_ZZD","443","401","282","251","199","168","94","51","10"
"BH","329","310","219","194","167","145","94","47","9"
"oracle_ABH","467","409","295","256","203","168","95","51","10"
"PC","447","415","307","256","206","167","100","42","12"
"PC_ZZD","442","415","307","256","206","167","99","42","12"
"BH","340","327","248","212","174","142","73","39","9"
"oracle_ABH","471","421","327","267","211","167","101","43","12"
"PC","446","400","334","287","197","146","75","62","25"
"PC_ZZD","442","400","334","287","197","146","75","62","25"
"BH","338","296","251","213","169","122","63","56","24"
"oracle_ABH","472","404","344","287","206","147","75","62","25"
"PC","462","356","317","280","218","149","86","62","21"
"PC_ZZD","449","356","317","280","218","149","86","62","21"
"BH","341","285","245","224","182","130","79","59","21"
"oracle_ABH","478","383","343","283","220","149","86","63","21"
"PC","442","357","306","253","201","167","88","56","19"
"PC_ZZD","434","357","305","253","201","167","88","56","19"
"BH","332","286","247","200","174","134","81","49","19"
"oracle_ABH","467","376","319","255","208","167","88","57","19"
"PC","451","395","317","275","221","141","109","49","23"
"PC_ZZD","445","395","317","275","221","141","108","49","20"
"BH","365","308","228","210","167","124","98","48","20"
"oracle_ABH","474","410","328","275","222","144","108","50","23"
"PC","449","377","299","237","211","129","99","64","29"
"PC_ZZD","445","377","299","237","211","129","99","64","29"
"BH","341","281","238","183","171","112","90","55","28"
"oracle_ABH","462","392","314","246","212","130","99","64","29"
"PC","431","366","324","266","188","164","89","41","28"
"PC_ZZD","431","366","324","265","188","164","89","41","28"
"BH","329","294","258","210","164","141","85","40","28"
"oracle_ABH","462","388","338","275","196","165","94","43","28"
"PC","438","388","312","233","150","147","90","57","6"
"PC_ZZD","435","388","312","233","147","147","90","57","6"
"BH","344","298","252","189","122","124","87","53","6"
"oracle_ABH","465","401","324","249","169","148","92","57","6"
"PC","474","391","298","253","202","162","93","53","22"
"PC_ZZD","459","392","298","253","202","162","93","53","22"
"BH","335","311","242","195","177","140","78","52","22"
"oracle_ABH","482","402","316","260","206","164","93","53","22"
"PC","445","409","328","309","210","152","101","79","23"
"PC_ZZD","439","411","328","309","210","152","100","79","23"
"BH","318","299","250","247","172","125","93","73","23"
"oracle_ABH","471","416","340","305","215","156","101","79","23"
"PC","460","364","324","260","203","168","102","37","12"
"PC_ZZD","452","364","324","260","203","164","102","37","12"
"BH","335","278","250","208","167","139","90","34","12"
"oracle_ABH","471","387","337","271","210","164","103","37","12"
"PC","463","376","330","240","173","152","98","34","28"
"PC_ZZD","448","376","330","240","173","152","98","34","28"
"BH","337","305","254","186","141","126","89","32","28"
"oracle_ABH","478","397","334","254","182","152","106","38","28"
"PC","453","389","320","226","176","148","94","64","13"
"PC_ZZD","446","390","320","226","176","148","94","64","13"
"BH","332","287","253","196","144","130","76","52","13"
"oracle_ABH","476","402","335","251","188","156","94","64","13"
"PC","447","354","318","242","235","161","107","62","19"
"PC_ZZD","438","354","318","241","235","161","107","62","18"
"BH","341","291","231","196","194","132","93","60","18"
"oracle_ABH","473","375","327","252","234","161","107","62","18"
"PC","457","387","336","283","180","163","74","41","22"
"PC_ZZD","449","387","336","282","180","162","74","41","22"
"BH","337","295","272","221","146","131","71","37","20"
"oracle_ABH","472","398","344","283","184","163","76","41","22"
"PC","456","370","332","234","202","148","102","51","12"
"PC_ZZD","450","370","332","234","202","148","102","51","12"
"BH","343","267","256","193","169","128","81","44","11"
"oracle_ABH","477","390","344","248","209","152","103","51","12"
"PC","445","388","333","265","170","114","102","51","19"
"PC_ZZD","439","388","333","265","170","114","102","51","19"
"BH","332","293","268","225","133","95","93","45","19"
"oracle_ABH","468","397","336","271","179","122","102","51","19"
"PC","460","388","343","251","188","138","99","39","19"
"PC_ZZD","446","389","343","251","188","138","99","39","19"
"BH","338","273","262","192","160","123","86","36","16"
"oracle_ABH","473","403","347","262","192","144","99","45","19"
"PC","434","395","342","276","200","123","102","53","21"
"PC_ZZD","434","395","342","275","199","123","102","51","21"
"BH","325","311","253","195","173","114","88","44","19"
"oracle_ABH","467","402","353","278","212","128","104","53","21"
"PC","457","389","329","254","212","162","93","62","21"
