"method","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"PC","10","22","19","5","4","1","4","0","0"
"PC_ZZD","10","22","19","5","4","1","4","0","0"
"BH","5","6","3","2","4","0","3","0","0"
"oracle_ABH","363","172","46","27","4","1","5","0","0"
"PC","42","1","15","10","6","0","0","2","0"
"PC_ZZD","41","1","15","10","6","0","0","2","0"
"BH","13","1","4","9","4","0","0","2","0"
"oracle_ABH","361","125","48","11","6","1","0","2","0"
"PC","46","23","2","7","15","1","0","0","0"
"PC_ZZD","46","23","2","7","15","1","0","0","0"
"BH","21","5","0","5","7","1","0","0","0"
"oracle_ABH","351","149","24","12","15","4","0","0","0"
"PC","26","19","15","8","1","5","0","0","0"
"PC_ZZD","26","19","15","8","1","5","0","0","0"
"BH","9","10","10","8","1","5","0","0","0"
"oracle_ABH","356","103","47","11","13","6","0","0","0"
"PC","6","21","8","15","1","1","2","0","0"
"PC_ZZD","6","21","8","15","1","1","2","0","0"
"BH","3","2","2","10","1","1","2","0","0"
"oracle_ABH","311","144","38","18","11","1","2","0","0"
"PC","30","7","15","8","2","0","3","1","0"
"PC_ZZD","30","7","15","8","2","0","3","1","0"
"BH","21","0","10","8","2","0","1","1","0"
"oracle_ABH","368","118","65","28","7","1","4","1","0"
"PC","14","10","0","10","0","4","0","1","0"
"PC_ZZD","14","10","0","10","0","4","0","1","0"
"BH","1","4","0","6","0","2","0","1","0"
"oracle_ABH","362","80","39","15","1","6","0","1","0"
"PC","10","4","11","27","4","0","0","0","0"
"PC_ZZD","10","4","11","27","4","0","0","0","0"
"BH","3","4","2","15","4","0","0","0","0"
"oracle_ABH","316","139","62","37","17","0","0","0","0"
"PC","37","7","15","13","4","0","5","0","0"
"PC_ZZD","36","7","15","13","4","0","5","0","0"
"BH","17","7","8","4","4","0","5","0","0"
"oracle_ABH","335","99","53","32","4","0","6","0","0"
"PC","20","11","26","9","0","8","0","0","0"
"PC_ZZD","20","11","26","9","0","8","0","0","0"
"BH","2","0","8","9","0","3","0","0","0"
"oracle_ABH","364","86","62","26","0","11","1","0","0"
"PC","45","7","7","8","2","6","2","1","0"
"PC_ZZD","45","7","7","8","2","6","2","1","0"
"BH","3","5","7","1","1","4","2","1","0"
"oracle_ABH","323","109","39","28","2","6","2","1","0"
"PC","33","0","0","14","0","0","1","0","0"
"PC_ZZD","33","0","0","14","0","0","1","0","0"
"BH","1","0","0","8","0","0","0","0","0"
"oracle_ABH","360","127","60","32","0","0","1","0","0"
"PC","18","37","18","2","0","0","0","0","0"
"PC_ZZD","18","37","18","2","0","0","0","0","0"
"BH","10","12","3","2","0","0","0","0","0"
"oracle_ABH","350","161","31","30","0","2","0","0","0"
"PC","22","15","13","2","2","7","1","0","0"
