"method","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"STOREY","1.0184","1.0076","0.9974","0.9906","1.0072","1.0062","1.002","0.9902","0.9994"
"PC","1.01151576957585","1.00096797229051","1.00132596444866","0.998990704182548","1.00545801858236","1.00217711056676","1.00163824207037","0.995843732418453","1.00323347327913"
"PC_STOREY","1.01690423314113","1.00983280088008","0.995806837222775","0.987525764808274","1.00776562226278","1.0077455539785","1.00154053432845","0.992515120424065","1.00069248442179"
"QUAD","1.01407748986695","1.00623538088988","0.999075375974482","0.992290588152061","1.00749330360607","1.00577105302766","1.00273126738279","0.994025866369312","1.00270298666883"
"PC_ZZD","1.002366","1.002366","1.002366","1.00115384298864","1.002366","1.002366","1.002366","0.997999425489355","1.002366"
"QUAD_STOREY","1.01640760511306","1.01199947074351","0.994526359506278","0.985013225681054","1.00829873204309","1.00976937027965","1.00252908831275","0.994075806604854","1.00111339480266"
"STOREY","0.9882","0.986","1.0006","0.9868","1.0178","0.9936","0.986","1.0088","0.992"
"PC","0.990484534785721","0.991613765060025","1.00101636455483","0.991561642892157","1.00601283322768","0.997616123879732","0.991831004054721","1.00289076256448","1.00069519283407"
"PC_STOREY","0.986856366977299","0.984247135454121","1.00291470581629","0.983833744215177","1.0140891096296","0.989497809793192","0.986434282941152","1.00697429919999","0.999879656956714"
"QUAD","0.986890507463009","0.98661922779504","1.00350845962904","0.986339591864653","1.00670145239186","0.992312713327073","0.987991708438459","1.00421350975199","1.0068360188327"
"PC_ZZD","0.992627547995024","0.993759450028157","1.002366","0.99370720453924","1.002366","0.999776010428832","0.993977203010314","1.002366","1.002366"
"QUAD_STOREY","0.985577254953685","0.982698608744945","1.00493602660544","0.981933798766319","1.01040593894009","0.986177954225693","0.986675232354689","1.0056234251407","1.00728911369118"
"STOREY","0.9918","1.0008","1.0052","0.996","0.9944","1.0016","1.0036","0.9936","0.991"
"PC","0.994112754117538","0.99907803644717","1.00433121625046","0.99909688511313","0.996972889935912","0.998363279194026","1.0057566880734","0.993578114645833","0.997526283506378"
"PC_STOREY","0.985949259442931","1.00078293222579","1.00668905358108","0.998354520466236","0.993510495200471","1.00200947664874","1.00682245143485","0.993221170122521","0.993621234723109"
"QUAD","0.987019110403762","0.999230579048359","1.00702201685043","1.00083445118235","0.994964331296912","0.999919583718138","1.00900507479701","0.99229058989966","0.997809977701959"
"PC_ZZD","0.996264351693781","1.0012413818814","1.002366","1.00126027514331","0.9991312545935","1.0005249335126","1.002366","0.995728447265085","0.999685957493154"
"QUAD_STOREY","0.9810477460966","1.00061446723315","1.00824787101286","1.00055611134473","0.992499176780115","1.00273688930286","1.00904068394395","0.993766032563202","0.995743872908412"
"STOREY","0.99","0.9996","0.9748","1.0042","1.0004","0.9958","1.0054","1.007","1.0166"
"PC","0.996296860894959","0.999616822944221","0.985877509074271","1.00385942197672","1.00225729403334","0.998246427922362","0.999677610941552","1.00220332967316","1.00586482292831"
"PC_STOREY","0.990565970566395","0.997664667310998","0.972933180801692","1.00537981504174","1.00084706167059","0.997535160455177","1.00341515813221","1.00478421493402","1.01489590753975"
"QUAD","0.994824605315013","0.996777525725263","0.977648565222693","1.00541444492313","1.00193563420347","0.998339504627285","0.999882451177753","1.00183605362756","1.00823861174622"
"PC_ZZD","0.998453626067837","1.00178144314731","0.988009622060741","1.002366","1.002366","1.00040780577083","1.00184237496904","1.002366","1.002366"
"QUAD_STOREY","0.991277089825141","0.995575183839356","0.971395413217063","1.00625539638019","1.00074688731819","0.999049250161061","1.00170695918247","1.00229661791954","1.01290635454482"
"STOREY","0.9864","0.9948","0.998","1.0038","0.999","1.0072","0.9892","1.0028","1.022"
"PC","0.990627327549814","1.00015250245678","0.999756752120756","1.00300545674058","0.99849102936139","1.00410429892172","0.993670736505957","0.999286546731452","1.00931364938217"
"PC_STOREY","0.985294579093421","0.998145152265679","0.995762600675786","1.00430459821258","1.00236676422091","1.0066960266342","0.986253526950831","1.00217672510348","1.02026118393098"
"QUAD","0.987128208085219","1.00248928966957","0.99585585469867","1.00484050149867","1.00246363889374","1.00485536980791","0.987539602051911","0.999781067308202","1.01369702175962"
"PC_ZZD","0.992770678606797","1.00231839007759","1.00192170339627","1.002366","1.00065298593686","1.002366","0.99582128826853","1.00145038550102","1.002366"
"QUAD_STOREY","0.984953172914992","1.00161934625192","0.99316897294622","1.00506401578531","1.00559957497815","1.00622744921848","0.983096107475289","1.00186989556","1.01853629623808"
"STOREY","0.9884","1.0004","1.0062","1.0022","0.9994","1.008","0.9896","0.9982","1.0092"
"PC","0.997178650132338","0.999221145882043","0.9993703555135","0.999873010521623","1.00283612437689","1.00753595350203","0.994454666767156","1.00072780868812","1.00502927040988"
"PC_STOREY","0.991139376425013","1.00159271383951","1.00175724017211","1.00289127801861","1.00162040865812","1.00880930038072","0.991462151805606","0.998823270292445","1.01094794513434"
"QUAD","0.996494514772531","1.00000247825023","0.996713047488887","1.00223093560574","1.00365018310326","1.01029618597831","0.993269932509073","1.00027621241328","1.01017496790543"
"PC_ZZD","0.999337501618551","1.0013848299132","1.00153439257464","1.00203823686452","1.002366","1.002366","0.996607073308727","1.002366","1.002366"
"QUAD_STOREY","0.993272059287445","1.00260553983077","0.998157327644573","1.00337657266719","1.00326384321756","1.00952874655407","0.992824740351909","0.9995565758574","1.01279480259867"
"STOREY","0.9962","0.9948","1.0122","0.9914","0.981","0.9914","1.01","0.9902","1.003"
"PC","0.997158477959332","1.00046055889581","1.0109600075223","0.998531480943918","0.986329208437242","0.995868699929288","1.0078177800871","1.00021625238507","1.00390310829678"
"PC_STOREY","0.998261202079757","1.00176356924738","1.01633015854739","0.997288282985621","0.976813448974913","0.987293962087307","1.01499983984427","0.994338402751612","1.00937724775635"
"QUAD","0.99884522545838","1.00571123224061","1.01660857385612","1.00154556992921","0.977675169322429","0.989143718191478","1.01589474571885","1.00167617321375","1.01076898815534"
"PC_ZZD","0.999317281718184","1.002366","1.002366","1.00069353322783","0.988462390144405","0.99802445207332","1.002366","1.002366","1.002366"
"QUAD_STOREY","1.00031055680656","1.00870019776478","1.01932646790728","1.00206986604036","0.9732105455277","0.983669933669219","1.02004000819012","0.99854628705481","1.01476699336404"
"STOREY","1.0156","0.9858","1.0214","0.9766","0.9936","0.9998","1.0178","1.0006","0.9964"
"PC","1.0044443729763","0.993643109357344","1.0052028408045","0.9902621780851","0.999637571409911","0.998491345574062","1.01037473640747","0.998804041849716","0.998735908950798"
"PC_STOREY","1.01165381424389","0.981844259537642","1.01982466630759","0.976098841869656","0.994953760754586","1.00226242807662","1.02251477618031","1.00047434334282","0.997979625881216"
"QUAD","1.00562917941088","0.986159905625493","1.01000741474013","0.9840720551328","0.998663481005453","1.00233080963599","1.01953418568524","0.999166578144654","0.999944487711617"
"PC_ZZD","1.002366","0.995793595754084","1.002366","0.99240466519845","1.00180224070387","1.00065330289769","1.002366","1.00096673901273","1.00089844491138"
"QUAD_STOREY","1.00900955617407","0.978300454073875","1.0185387895905","0.976001558893828","0.996096467914173","1.00449902490233","1.02748317750617","1.00042386473084","0.999737106342811"
"STOREY","1.0018","1.0082","0.9934","1.0022","1.0024","0.986","0.9886","1.0088","0.9986"
"PC","1.00205408013206","0.999009139520477","1.00230565794758","1.00435163378349","1.00264764953748","0.995262224275781","0.99485664822319","1.00394058966686","1.000726137532"
"PC_STOREY","1.00221936043024","1.00124258999684","0.996631343832363","1.00288802419202","1.00483658953024","0.985568074183788","0.984910710856668","1.00982414470177","1.0002372164418"
"QUAD","1.00260844450185","0.994512075111661","1.00243363623906","1.00479880870433","1.00696443715508","0.990078230439341","0.988092901427815","1.00727155969354","1.00094070272257"
"PC_ZZD","1.002366","1.00117232194458","1.002366","1.002366","1.002366","0.997416541498417","0.997010005852886","1.002366","1.002366"
"QUAD_STOREY","1.00232244106041","0.994742298982855","0.999396104189024","1.00379071485807","1.00797431532895","0.984099241615499","0.981623600889092","1.01085856110827","1.00096073212575"
"STOREY","0.996","1","0.9846","1.0094","1.0102","1.0136","1.0084","0.989","1.016"
"PC","0.998772311448656","0.999188045387725","0.989297080682528","1.00438573014846","1.00480981500189","1.00989373375941","1.00527909162057","0.995084559990647","1.01108083559932"
"PC_STOREY","0.996239691577354","1.00133532519329","0.979668886514078","1.01081429314289","1.01010213785693","1.01525932399057","1.00827321100654","0.986751116864636","1.01906489923277"
"QUAD","0.999070954119849","1.00074090227706","0.979691577284938","1.0074696850241","1.0071079301623","1.01440560733311","1.00732028463511","0.989655334847086","1.01825131319865"
"PC_ZZD","1.00093493353754","1.00135165110311","0.991437284375423","1.002366","1.002366","1.002366","1.002366","0.997238456859585","1.002366"
"QUAD_STOREY","0.996790093124598","1.00248697793121","0.974332131338349","1.01165612643864","1.01003362035834","1.01679375993529","1.00754726116258","0.984380878839199","1.02223725896199"
"STOREY","1.0146","1.0034","1.0006","0.9986","1.007","1.0002","1.0038","1.0058","0.998"
"PC","1.01184036604462","1.00037315207926","0.997513549533337","1.00307293941387","1.0000282142932","1.00001552611713","1.00905189391899","0.998531688257084","1.00023640135305"
"PC_STOREY","1.01806824880847","1.00235408253433","1.00234858574851","0.998412484269886","1.00834644249115","1.00083499081982","1.00524025125996","1.00025716390483","0.997243122657835"
"QUAD","1.01890002834145","1.00086882176485","1.00057769066312","1.00167285898068","1.00374377539416","1.00168192204709","1.01070320753188","0.995072668788487","0.998517216402277"
"PC_ZZD","1.002366","1.002366","0.999673193391533","1.002366","1.00219380784821","1.00218108965192","1.002366","1.0006937410315","1.002366"
"QUAD_STOREY","1.02144796136563","1.00132307883942","1.00425768045247","0.998043534353543","1.00987163005799","1.00201555141885","1.00726447601237","0.994816900799501","0.996648240509445"
"STOREY","1.0128","0.9896","0.9946","0.993","0.9922","0.9956","0.9956","1.0074","1"
"PC","1.00436735701133","1.00057829402813","0.991053002671176","0.99361698398527","0.997894809253179","1.00100936684933","1.00150982531924","1.00469788289238","0.997261300825864"
"PC_STOREY","1.01206899020967","0.992223546031784","0.988946825646421","0.988727016514602","0.994209871475669","1.0005753483278","0.999154081849108","1.00652608528566","1.00042012876887"
"QUAD","1.00611319146594","0.999916996041055","0.985426996578713","0.987417388348509","0.997698224216753","1.00501068230617","1.00401165698898","1.00626840489668","0.998510853518924"
"PC_ZZD","1.002366","1.002366","0.993197360875496","0.995767408569379","1.00005535517187","1.002366","1.002366","1.002366","0.999420347863618"
"QUAD_STOREY","1.01117008779386","0.994974352000043","0.983947475507756","0.984555176165945","0.996293045811994","1.00526628220651","1.0031612777488","1.00662648025168","1.00059712273461"
"STOREY","1.0012","1.0072","0.989","0.999","0.9746","0.9896","0.9832","0.9992","1.0228"
"PC","1.00541158513887","1.00625555005449","0.990300237248732","0.997365694872302","0.986798280111472","0.995162804728673","0.99468384386304","1.00288687121821","1.01208769229359"
"PC_STOREY","1.00584151102671","1.01105618091794","0.983091190715981","0.995211545361229","0.974521905156699","0.9932232670697","0.982734677449246","0.999780627213934","1.02334469508675"
