"method","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"STOREY","2589","2083","1558","1062","705","303","159","51","6","0"
"PC_DM","4193","3151","2171","1441","938","374","185","56","6","0"
"HYB_PC_STO","4296","3241","2197","1461","947","378","185","56","6","0"
"PC_QUAD","5461","3970","2621","1675","1084","436","200","56","6","0"
"PC_ZZD","4192","3150","2169","1441","931","373","185","56","6","0"
"HYB_Quad_Storey","5468","3974","2622","1676","1091","436","200","56","6","0"
"raw_BH","1706","1280","1020","758","514","250","142","36","6","0"
"oracle_adaptive_BH","8573","5573","3508","2054","1273","540","218","78","6","0"
"STOREY","2739","2258","1582","1087","563","385","149","55","6","0"
"PC_DM","4495","3294","2289","1502","797","500","178","69","6","0"
"HYB_PC_STO","4612","3346","2328","1519","815","506","178","69","6","0"
"PC_QUAD","5829","3972","2682","1737","889","559","195","69","6","0"
"PC_ZZD","4489","3293","2283","1498","793","499","178","69","6","0"
"HYB_Quad_Storey","5841","3974","2682","1737","889","559","195","69","6","0"
"raw_BH","1655","1523","1022","791","426","279","128","52","6","0"
"oracle_adaptive_BH","8686","5546","3500","2096","1074","614","230","70","6","0"
"STOREY","2996","2079","1487","1142","576","458","191","19","1","0"
"PC_DM","4561","3200","2215","1550","799","526","227","21","3","0"
"HYB_PC_STO","4660","3270","2278","1570","813","531","229","21","3","0"
"PC_QUAD","5840","4045","2617","1759","905","565","237","21","3","0"
"PC_ZZD","4558","3198","2209","1544","797","520","227","21","3","0"
"HYB_Quad_Storey","5848","4047","2618","1760","905","565","237","21","3","0"
"raw_BH","1804","1337","1000","784","445","362","159","19","1","0"
"oracle_adaptive_BH","8640","5703","3445","2156","1093","661","281","21","3","0"
"STOREY","2834","2164","1430","1158","744","360","170","74","23","1"
"PC_DM","4459","3230","2027","1544","917","453","210","94","23","1"
"HYB_PC_STO","4584","3340","2077","1566","928","455","210","94","23","1"
"PC_QUAD","5728","4018","2527","1782","1022","489","216","94","23","1"
"PC_ZZD","4452","3228","2026","1543","915","453","209","94","23","1"
"HYB_Quad_Storey","5735","4027","2527","1782","1022","489","216","94","23","1"
"raw_BH","1807","1401","891","808","545","237","134","67","21","1"
"oracle_adaptive_BH","8576","5665","3423","2117","1206","559","244","99","23","1"
"STOREY","2511","2073","1334","966","691","375","194","90","4","0"
"PC_DM","4204","3091","1938","1400","928","458","216","95","4","0"
"HYB_PC_STO","4328","3166","1997","1411","939","461","216","95","4","0"
"PC_QUAD","5632","3746","2379","1651","1042","540","235","98","4","0"
"PC_ZZD","4200","3088","1937","1397","922","458","216","95","4","0"
"HYB_Quad_Storey","5636","3747","2388","1651","1042","540","235","98","4","0"
"raw_BH","1587","1382","932","669","516","295","153","77","0","0"
"oracle_adaptive_BH","8588","5538","3355","2066","1217","611","248","98","4","0"
"STOREY","2949","2127","1476","1046","660","454","175","79","13","0"
"PC_DM","4538","3199","2141","1445","913","554","225","86","13","0"
"HYB_PC_STO","4630","3248","2200","1484","925","559","225","86","13","0"
"PC_QUAD","5702","3904","2548","1654","1066","597","233","89","13","0"
"PC_ZZD","4535","3198","2136","1444","906","554","207","86","13","0"
"HYB_Quad_Storey","5710","3906","2549","1657","1066","597","233","89","13","0"
"raw_BH","1869","1365","1023","700","483","352","154","77","13","0"
"oracle_adaptive_BH","8603","5579","3419","2089","1224","653","263","96","13","0"
"STOREY","2725","2177","1324","1025","663","385","183","38","1","0"
"PC_DM","4322","3246","1968","1426","829","513","203","42","2","0"
"HYB_PC_STO","4426","3323","2022","1453","830","516","203","59","2","0"
"PC_QUAD","5533","3959","2417","1698","924","546","220","64","2","0"
"PC_ZZD","4316","3243","1961","1413","828","509","202","42","2","0"
"HYB_Quad_Storey","5538","3962","2418","1699","924","546","220","64","2","0"
"raw_BH","1679","1289","930","725","453","276","152","35","1","0"
"oracle_adaptive_BH","8582","5633","3310","2093","1129","650","255","64","2","0"
"STOREY","2544","2126","1547","1066","693","329","163","63","17","0"
"PC_DM","4330","3199","2193","1489","839","437","184","69","17","0"
"HYB_PC_STO","4453","3263","2233","1539","858","438","188","69","17","0"
"PC_QUAD","5530","3977","2612","1731","972","469","194","75","17","0"
"PC_ZZD","4327","3192","2187","1486","839","437","184","69","17","0"
"HYB_Quad_Storey","5544","3982","2613","1732","972","469","194","75","17","0"
"raw_BH","1609","1279","979","692","476","250","123","59","17","0"
"oracle_adaptive_BH","8571","5633","3558","2115","1166","509","218","78","17","0"
"STOREY","2804","2020","1528","1004","633","402","143","38","4","0"
"PC_DM","4548","3198","2333","1477","898","493","176","43","4","0"
"HYB_PC_STO","4657","3290","2381","1504","905","498","177","43","4","0"
"PC_QUAD","5803","3898","2720","1706","1016","567","178","43","4","0"
"PC_ZZD","4542","3185","2307","1466","896","493","176","43","4","0"
"HYB_Quad_Storey","5809","3899","2721","1708","1016","567","178","43","4","0"
"raw_BH","1768","1297","1004","707","523","316","131","36","4","0"
"oracle_adaptive_BH","8595","5551","3551","2097","1186","658","190","57","4","0"
"STOREY","2883","1975","1449","1039","590","357","180","94","24","0"
"PC_DM","4462","3105","2147","1497","884","440","199","96","25","0"
"HYB_PC_STO","4573","3152","2198","1528","910","446","204","96","25","0"
"PC_QUAD","5626","3829","2593","1770","1011","496","234","102","25","0"
"PC_ZZD","4451","3099","2147","1488","884","440","199","96","25","0"
"HYB_Quad_Storey","5637","3831","2594","1770","1022","496","234","102","25","0"
"raw_BH","1695","1253","972","708","421","278","119","83","11","0"
"oracle_adaptive_BH","8585","5468","3395","2155","1225","586","287","105","25","0"
"STOREY","2728","2061","1535","1109","723","375","218","61","10","0"
"PC_DM","4347","3032","2293","1441","993","462","247","61","10","0"
"HYB_PC_STO","4441","3089","2364","1453","1010","467","254","61","10","0"
"PC_QUAD","5621","3731","2730","1697","1092","525","275","62","10","0"
"PC_ZZD","4342","3030","2291","1436","992","452","247","61","10","0"
"HYB_Quad_Storey","5623","3740","2733","1697","1092","525","275","62","10","0"
"raw_BH","1645","1318","956","704","492","273","184","57","10","0"
"oracle_adaptive_BH","8601","5577","3618","2098","1344","564","315","62","10","0"
"STOREY","2665","2078","1579","977","619","351","191","78","0","0"
"PC_DM","4230","3091","2242","1336","827","466","212","82","0","0"
"HYB_PC_STO","4371","3143","2274","1387","834","468","213","82","0","0"
"PC_QUAD","5514","3914","2657","1605","944","506","219","89","0","0"
"PC_ZZD","4222","3089","2238","1329","825","463","211","82","0","0"
"HYB_Quad_Storey","5522","3916","2659","1605","951","506","219","89","0","0"
"raw_BH","1609","1385","1010","665","435","261","156","68","0","0"
"oracle_adaptive_BH","8535","5452","3510","2009","1126","589","252","99","0","0"
"STOREY","2648","1994","1509","1075","763","421","178","40","19","0"
"PC_DM","4159","3032","2144","1440","979","530","220","64","23","0"
"HYB_PC_STO","4235","3126","2181","1449","1003","533","226","64","23","0"
"PC_QUAD","5344","3853","2583","1603","1094","563","238","66","23","0"
