"method","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"PC_DM","0.0965373444079665","0.189456262331016","0.334934250694618","0.368450909600114","0.508375038109267","0.581973654019064","0.745628847561633","0.764967830285389","0.921375983027402","0.981275129338889"
"PC_ZZD","0.198294964","0.198294964","0.334809159836001","0.368718265300622","0.510280765430488","0.584741147533973","0.750312579737732","0.769878002610201","0.92811753841267","0.988718043828318"
"PC_DM","0.0990904759650447","0.212862236131925","0.363919218490341","0.457023417764657","0.478759817759427","0.611924316412333","0.7183323498794","0.830172213684656","0.912176841647106","0.980337395445684"
"PC_ZZD","0.198294964","0.211307804054793","0.364133512619645","0.458327868963264","0.480318780465572","0.615042502233205","0.722696467364138","0.83584586413469","0.918810684285952","0.987769330008958"
"PC_DM","0.0845301978987338","0.222672436880251","0.304175955620248","0.408251532256862","0.531866592426646","0.573264536635726","0.708469806437652","0.832289218475023","0.925575509563554","1.01400065784891"
"PC_ZZD","0.198294964","0.221232872443682","0.303690715884605","0.408984913448058","0.53404738235737","0.575930055095194","0.712718443401231","0.837987656934147","0.932366237205034","1.011709"
"PC_DM","0.11014779423485","0.181748167917477","0.361997013159112","0.387511348545362","0.506568933000709","0.618900640148873","0.674743468826618","0.758514928006445","0.94351179052718","1.03755740827852"
"PC_ZZD","0.198294964","0.198294964","0.362188800186192","0.38800188292548","0.508453512637214","0.622100511744376","0.678597204103109","0.763349543298473","0.950512534082463","1.011709"
"PC_DM","0.100786222736032","0.189958432041599","0.295555696937877","0.455950301185893","0.504030361294185","0.641505040382483","0.782689327356111","0.787014309304158","0.844994253011091","1.00028012664761"
"PC_ZZD","0.198294964","0.198294964","0.294969522593323","0.457242187262479","0.505885216794578","0.644969586900322","0.787807000690123","0.7921826238518","0.850841454719598","1.00794557065053"
"PC_DM","0.108371972274041","0.223085091469313","0.33068275142634","0.415610571983082","0.509141295202246","0.584516424384486","0.736103960204481","0.7813567378133","0.959273176464793","0.979655560394825"
"PC_ZZD","0.198294964","0.221650358805327","0.330507879762791","0.416430120170431","0.511055994627769","0.587313691197604","0.740676165474516","0.786458807856356","0.966458470088019","0.987079511351488"
"PC_DM","0.121567185855511","0.216339259741158","0.302937887715437","0.460230468870615","0.531364858887811","0.605951829284857","0.716226813061789","0.839129736157028","0.899806652099969","0.973606334601283"
"PC_ZZD","0.198294964","0.214825540133467","0.302438151442698","0.461572471430621","0.533539774020528","0.609000083253953","0.720566276815929","0.844908270237691","0.906295652189408","0.980959455173129"
"PC_DM","0.0879135178746665","0.198663321496229","0.298648458401619","0.413095336074444","0.506690508035535","0.645758781387662","0.716966266217146","0.781368888563348","0.903023474470579","1.03162938292144"
"PC_ZZD","0.198294964","0.198294964","0.298098497201043","0.41388543336454","0.508576511194123","0.64927313495893","0.721314388228282","0.786471100879537","0.909550140333155","1.011709"
"PC_DM","0.123968930566141","0.172581088878923","0.298486190386763","0.416413055631282","0.463549663823977","0.622750896844234","0.706502589922322","0.813832054023022","0.879566225106688","0.988405631957686"
"PC_ZZD","0.198294964","0.198294964","0.297934329190001","0.417242000099669","0.464930530837692","0.625995851095383","0.710728192747722","0.819314377543577","0.885818230036463","0.995932037502279"
"PC_DM","0.112425356548267","0.223118725971346","0.323317388969099","0.351227408416218","0.46943869513951","0.56818513156083","0.694976472652627","0.832538746085151","0.890034805362798","1.04574035764583"
"PC_ZZD","0.198294964","0.221684387133744","0.323056276276538","0.351293094141364","0.470888516820898","0.570791175266276","0.699067116170916","0.838240106263062","0.896409386898791","1.011709"
