"method","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"STOREY","8505","7330","6108","5036","3855","2838","1813","1035","364","0"
"PC_DM","9016","7675","6356","5201","3985","2955","1868","1050","367","0"
"HYB_PC_STO","9086","7717","6386","5225","4000","2964","1871","1051","367","0"
"PC_QUAD","9279","7838","6487","5291","4054","2991","1884","1059","367","0"
"PC_ZZD","9015","7672","6355","5199","3983","2955","1868","1049","367","0"
"HYB_Quad_Storey","9280","7842","6489","5291","4054","2991","1884","1059","367","0"
"raw_BH","6791","5952","4975","4150","3327","2506","1603","947","346","0"
"oracle_adaptive_BH","9432","7979","6574","5341","4063","2991","1886","1060","375","0"
"STOREY","8438","7259","6107","5053","3812","2767","1902","1048","380","0"
"PC_DM","8944","7676","6404","5218","3977","2865","1936","1075","381","0"
"HYB_PC_STO","8993","7730","6432","5226","3986","2872","1938","1076","381","0"
"PC_QUAD","9194","7875","6547","5266","4024","2905","1943","1090","381","0"
"PC_ZZD","8942","7675","6403","5216","3976","2864","1935","1075","381","0"
"HYB_Quad_Storey","9195","7877","6550","5267","4024","2905","1943","1090","381","0"
"raw_BH","6756","5789","4973","4165","3215","2441","1713","955","367","0"
"oracle_adaptive_BH","9385","7997","6623","5326","4050","2914","1954","1087","382","0"
"STOREY","8449","7343","6114","4977","3938","2863","2020","1066","374","0"
"PC_DM","8957","7700","6400","5169","4047","2922","2064","1105","379","0"
"HYB_PC_STO","9022","7758","6433","5189","4066","2927","2066","1109","380","0"
"PC_QUAD","9219","7875","6534","5271","4094","2946","2087","1117","380","0"
"PC_ZZD","8957","7698","6397","5167","4046","2920","2064","1105","379","0"
"HYB_Quad_Storey","9220","7877","6535","5271","4094","2946","2087","1117","380","0"
"raw_BH","6686","5866","4951","4137","3314","2499","1809","985","358","0"
"oracle_adaptive_BH","9395","8005","6590","5316","4125","2966","2087","1111","380","0"
"STOREY","8518","7363","6060","5058","3890","2809","1826","1056","410","0"
"PC_DM","9022","7731","6444","5219","4016","2896","1867","1063","410","0"
"HYB_PC_STO","9092","7776","6479","5238","4033","2909","1872","1067","410","0"
"PC_QUAD","9287","7882","6603","5290","4061","2945","1877","1072","412","0"
"PC_ZZD","9021","7727","6441","5215","4015","2896","1867","1063","410","0"
"HYB_Quad_Storey","9289","7885","6605","5290","4062","2945","1877","1072","412","0"
"raw_BH","6787","5923","4904","4265","3298","2490","1628","976","388","0"
"oracle_adaptive_BH","9410","8023","6650","5324","4100","2949","1895","1073","410","0"
"STOREY","8489","7366","6152","4875","3854","2818","1872","1011","406","0"
"PC_DM","9011","7780","6481","5104","3982","2907","1912","1033","411","0"
"HYB_PC_STO","9075","7816","6510","5120","3999","2916","1913","1033","412","0"
"PC_QUAD","9281","7942","6605","5204","4046","2931","1926","1039","414","0"
"PC_ZZD","9011","7780","6481","5101","3981","2906","1912","1029","411","0"
