"method","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"STOREY","8451","7299","6063","4971","3953","2934","1772","1099","352","0"
"PC_DM","8985","7756","6334","5163","4089","3003","1823","1116","353","0"
"HYB_PC_STO","9056","7808","6372","5186","4098","3011","1827","1118","353","0"
"PC_QUAD","9228","7964","6450","5271","4158","3036","1840","1126","353","0"
"PC_ZZD","8984","7755","6332","5162","4079","3000","1819","1115","353","0"
"HYB_Quad_Storey","9233","7967","6451","5272","4158","3036","1840","1126","353","0"
"raw_BH","6737","5835","5023","4120","3372","2541","1567","1024","335","0"
"STOREY","8442","7236","6201","5015","3965","2982","1855","1012","428","0"
"PC_DM","8960","7638","6497","5200","4119","3026","1906","1019","430","0"
"HYB_PC_STO","9024","7702","6524","5224","4132","3032","1908","1021","430","0"
"PC_QUAD","9227","7829","6613","5280","4168","3040","1916","1025","430","0"
"PC_ZZD","8957","7638","6495","5193","4117","3025","1905","1017","430","0"
"HYB_Quad_Storey","9233","7833","6614","5281","4168","3042","1916","1025","430","0"
"raw_BH","6709","5848","5114","4151","3401","2562","1674","928","413","0"
"STOREY","8540","7397","6174","4971","3871","2748","1797","1059","370","0"
"PC_DM","9060","7752","6482","5211","4006","2798","1830","1077","373","0"
"HYB_PC_STO","9115","7808","6515","5240","4019","2811","1833","1078","373","0"
"PC_QUAD","9320","7930","6609","5327","4054","2835","1836","1085","373","0"
"PC_ZZD","9058","7752","6481","5205","4000","2795","1829","1073","373","0"
"HYB_Quad_Storey","9323","7930","6609","5329","4055","2835","1837","1085","373","0"
"raw_BH","6862","5919","4982","4141","3309","2392","1614","988","353","0"
"STOREY","8583","7311","6032","4938","3925","2735","1802","1056","388","0"
"PC_DM","9041","7746","6346","5149","4049","2820","1860","1075","388","0"
"HYB_PC_STO","9094","7798","6375","5162","4066","2831","1861","1077","388","0"
"PC_QUAD","9292","7948","6482","5212","4106","2840","1874","1078","388","0"
"PC_ZZD","9040","7746","6343","5148","4048","2816","1858","1075","388","0"
