"method","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"STOREY","0.161","0.2692","0.3558","0.429","0.529","0.6156","0.7112","0.794","0.903","1.0102"
"PC_DM","0.279706559819047","0.370088286112077","0.442567357171081","0.516413998987023","0.596778780306382","0.668512455127223","0.759153062976603","0.827975976705531","0.919440712663302","1.00634841895524"
"HYB_PC_STO","0.153515386252473","0.261419276528753","0.346456550038681","0.422450768765165","0.524104143142268","0.608787460673503","0.708994854321073","0.789566969045884","0.90263321299879","1.00885239895017"
"PC_QUAD","0.187862641609821","0.289855246767183","0.370016711249545","0.450461298423502","0.543637854431071","0.622753546206065","0.724319117142026","0.800163082167408","0.907940585069462","1.00703371573356"
"PC_ZZD","0.280167872339578","0.370763441797019","0.443413998338148","0.517435361308627","0.597990285700587","0.669893682396055","0.760748745923605","0.829734494666416","0.921415636189464","1.002366"
"STOREY","0.1758","0.2534","0.349","0.4432","0.5336","0.6342","0.7228","0.8156","0.9156","1.008"
"PC_DM","0.287806154435537","0.363313014015357","0.443159384959338","0.524943806208107","0.600086668043034","0.685677944745375","0.765874484262228","0.842079934513864","0.925048260626627","1.00649244380132"
"HYB_PC_STO","0.166345886669527","0.243035093084858","0.341477768108329","0.436456970841279","0.530625199459331","0.63078370247955","0.721793157932966","0.813016073980746","0.913364893186389","1.0097680476872"
"PC_QUAD","0.196953602421432","0.274964364314177","0.369831025459777","0.459962112320212","0.550425694359668","0.644742276367703","0.736420618773314","0.820346807603598","0.914164216497453","1.00965863057392"
"PC_ZZD","0.288286630596932","0.363972139406518","0.444007426864152","0.525985350053595","0.601305999899624","0.687099785562643","0.767486070091993","0.843871822438924","0.92703645161127","1.002366"
"STOREY","0.1686","0.2552","0.3372","0.4546","0.5474","0.6392","0.7306","0.8232","0.9154","0.9982"
"PC_DM","0.286869482755131","0.361058188543513","0.437677145692789","0.531098682780677","0.606488696146885","0.687537136522685","0.763627364216472","0.843356422710302","0.932156301853993","1.00016513378683"
"HYB_PC_STO","0.161102208622941","0.246446939173533","0.332108646844917","0.45136669234848","0.539485268271821","0.636376294076486","0.72900810923353","0.824280387318473","0.916164659895905","0.996603197556375"
"PC_QUAD","0.195193513452039","0.276710741566379","0.362746023683531","0.473560384013181","0.554577039864133","0.650139760846552","0.73690936577899","0.829372330437296","0.923506453791385","0.99698445623805"
"PC_ZZD","0.28734774275133","0.361711979017607","0.438512216619498","0.532154789064136","0.607723175201968","0.688963376187698","0.765233633360209","0.845151330806435","0.93416131046418","1.00233105129337"
"STOREY","0.155","0.2556","0.343","0.437","0.532","0.6374","0.7076","0.8122","0.9112","1.0096"
"PC_DM","0.281473935473406","0.364652561977738","0.437789780888454","0.52047271711184","0.600776938753062","0.685574317695195","0.753379301135999","0.837100128755397","0.924595354174951","1.00385644713514"
"HYB_PC_STO","0.147273822404617","0.250282113115206","0.336702185402469","0.43396058242826","0.527756018271603","0.634227909748562","0.704141294098445","0.805987010287258","0.91183518648699","1.00633403301825"
"PC_QUAD","0.185922938155225","0.282411199559277","0.364183515687249","0.460052978116222","0.547600682608281","0.647908201087255","0.718466719830791","0.811289027489861","0.916238678928934","1.0024771542318"
"PC_ZZD","0.281939429604736","0.365314856739378","0.438625118310036","0.521503682360527","0.601997903790152","0.686995913330861","0.754961323362487","0.838880234460032","0.926582473582929","1.002366"
"STOREY","0.1706","0.2432","0.343","0.4428","0.5254","0.6278","0.719","0.811","0.9104","0.9858"
"PC_DM","0.290018913743014","0.350680859200395","0.43054025764041","0.521637398831456","0.595944459529483","0.673770986783666","0.758232414399152","0.838460004392686","0.924202581362314","0.99249867603946"
"HYB_PC_STO","0.159792070445636","0.23502711829328","0.333267166955472","0.43711276321001","0.521370743777834","0.621287809160969","0.711491012802465","0.810702888952882","0.913680708476157","0.98944221125139"
"PC_QUAD","0.195249321128188","0.266498572449356","0.357565968188126","0.45895581851392","0.542993057317179","0.632315063372798","0.722454344253912","0.8201019698302","0.919148913392876","0.993188879516277"
"PC_ZZD","0.29050462529293","0.351310096913263","0.431358442689988","0.522671119717092","0.59715399092073","0.675164655738397","0.75982591909162","0.840243327563079","0.926188771469817","0.994646454706969"
"STOREY","0.1716","0.2612","0.353","0.4406","0.5316","0.626","0.7476","0.8168","0.9076","0.9916"
"PC_DM","0.286689307390637","0.364166354324769","0.440282733396232","0.516707691361389","0.60242012260535","0.676660708626086","0.77671291101214","0.84449628531771","0.920192953816143","0.995984239276124"
"HYB_PC_STO","0.162413066039884","0.254364189966861","0.344265133562642","0.434160694551978","0.528286577268816","0.622234689236441","0.746823816210188","0.81983418727646","0.90974367351668","0.989543440487441"
"PC_QUAD","0.19423247729926","0.284733971897581","0.367491435297557","0.454890056892389","0.550331644957572","0.636069705608046","0.753518655870955","0.828816074033626","0.913662202163371","0.991527721705015"
"PC_ZZD","0.287167141091923","0.364827498719102","0.441123969143448","0.51772974855915","0.603644975415434","0.678061214662695","0.778350140559594","0.846293890328772","0.922169657144872","0.998140264786251"
"STOREY","0.1618","0.257","0.3604","0.4578","0.52","0.6376","0.7388","0.8172","0.8974","0.9938"
"PC_DM","0.280533663951188","0.364719321899154","0.451803913153986","0.529544610602031","0.589433050040617","0.682088437748976","0.772333830953431","0.841853704385226","0.914582963514659","0.99577772378777"
"HYB_PC_STO","0.153102080533793","0.251590611760137","0.352025151895542","0.450532376094204","0.513072553118566","0.632152984452805","0.736595915029858","0.815698564366689","0.896081106417743","0.995127498024337"
"PC_QUAD","0.187616957586147","0.284213903201555","0.378246702587302","0.469236849407369","0.533804960476102","0.64283784555293","0.74491294872178","0.823110810846713","0.900412543166142","0.995786907115687"
"PC_ZZD","0.280996933400096","0.365381774614767","0.452672408012509","0.530597039950715","0.590627175437013","0.68350178579269","0.773960699597466","0.843645057049802","0.916546393606335","0.997933260682252"
"STOREY","0.1544","0.2612","0.3512","0.4606","0.5356","0.6324","0.722","0.8198","0.9082","0.9926"
