"method","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"STOREY","2590","2103","1562","1004","632","409","170","83","16","0"
"PC_DM","4268","3169","2194","1331","855","532","205","85","17","0"
"HYB_PC_STO","4397","3250","2239","1343","865","537","205","85","17","0"
"PC_QUAD","5710","3891","2607","1554","953","594","211","86","17","0"
"PC_ZZD","4259","3168","2178","1330","855","510","205","85","17","0"
"HYB_Quad_Storey","5717","3894","2609","1554","953","594","211","86","17","0"
"raw_BH","1596","1343","971","663","496","314","134","62","16","0"
"oracle_adaptive_BH","8639","5522","3512","2012","1183","665","227","93","17","0"
"STOREY","2777","2206","1504","1075","681","339","165","71","4","0"
"PC_DM","4416","3303","2188","1453","897","420","211","71","4","0"
"HYB_PC_STO","4528","3386","2212","1483","905","421","211","71","4","0"
"PC_QUAD","5643","4070","2657","1656","1002","468","219","72","4","0"
"PC_ZZD","4412","3302","2183","1453","897","420","211","71","4","0"
"HYB_Quad_Storey","5646","4072","2659","1656","1002","468","219","72","4","0"
"raw_BH","1655","1426","969","733","518","276","96","56","4","0"
"oracle_adaptive_BH","8614","5715","3525","2069","1165","556","232","75","7","0"
"STOREY","2750","1905","1292","1019","613","397","131","73","9","0"
"PC_DM","4440","2976","1882","1368","799","516","171","75","9","0"
"HYB_PC_STO","4589","3022","1929","1408","829","518","172","75","9","0"
"PC_QUAD","5672","3745","2269","1594","962","562","188","77","9","0"
"PC_ZZD","4439","2969","1874","1368","790","514","171","75","9","0"
"HYB_Quad_Storey","5675","3745","2270","1607","962","562","188","77","9","0"
"raw_BH","1762","1266","821","663","406","314","113","67","9","0"
"oracle_adaptive_BH","8575","5558","3257","2069","1145","647","233","81","9","0"
"STOREY","2805","2081","1535","946","660","360","136","66","15","0"
"PC_DM","4434","3074","2289","1328","850","475","160","76","15","0"
"HYB_PC_STO","4499","3156","2322","1336","857","477","160","76","15","0"
"PC_QUAD","5639","3870","2763","1563","919","526","198","76","15","0"
"PC_ZZD","4433","3068","2287","1326","847","471","160","76","15","0"
"HYB_Quad_Storey","5642","3871","2764","1567","919","526","198","76","15","0"
"raw_BH","1645","1284","954","657","471","248","113","59","15","0"
"oracle_adaptive_BH","8610","5516","3625","2004","1147","591","215","80","15","0"
"STOREY","2951","2084","1429","1128","722","340","170","73","16","0"
"PC_DM","4533","3164","2061","1507","877","414","203","78","17","0"
"HYB_PC_STO","4665","3231","2096","1534","888","450","203","78","17","0"
"PC_QUAD","5675","3942","2480","1735","978","486","225","78","17","0"
"PC_ZZD","4529","3162","2056","1500","875","414","203","78","17","0"
"HYB_Quad_Storey","5681","3944","2487","1747","978","486","225","78","17","0"
"raw_BH","1858","1276","970","804","561","239","136","68","16","0"
"oracle_adaptive_BH","8620","5571","3496","2168","1186","525","248","91","18","0"
"STOREY","2729","2020","1383","1085","652","308","150","88","35","0"
"PC_DM","4396","3125","2051","1481","860","418","182","97","36","0"
"HYB_PC_STO","4511","3181","2116","1496","863","428","182","99","36","0"
"PC_QUAD","5569","3888","2498","1676","933","478","195","115","36","0"
"PC_ZZD","4393","3122","2048","1481","857","417","182","95","36","0"
"HYB_Quad_Storey","5573","3896","2500","1677","933","478","195","115","36","0"
"raw_BH","1656","1323","915","664","483","220","133","81","21","0"
"oracle_adaptive_BH","8540","5550","3439","2038","1079","546","215","118","36","0"
"STOREY","2626","1891","1437","1041","705","431","205","43","14","0"
"PC_DM","4318","2999","2070","1413","911","566","221","47","14","0"
