"method","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"STOREY","9106","8102","6912","5908","4791","3641","2541","1551","596","0"
"PC_DM","9261","8225","6993","5974","4844","3652","2561","1554","596","0"
"HYB_PC_STO","9283","8244","7003","5988","4849","3654","2563","1556","597","0"
"PC_QUAD","9330","8291","7028","6000","4860","3654","2574","1554","596","0"
"PC_ZZD","9261","8222","6992","5973","4844","3651","2558","1553","596","0"
"HYB_Quad_Storey","9331","8291","7028","6000","4860","3654","2574","1554","596","0"
"raw_BH","8039","7162","6136","5316","4328","3361","2369","1480","576","0"
"STOREY","9223","7977","6997","5780","4756","3605","2563","1613","708","0"
"PC_DM","9378","8075","7070","5840","4807","3639","2575","1621","708","0"
"HYB_PC_STO","9416","8097","7082","5845","4814","3640","2575","1622","708","0"
"PC_QUAD","9480","8126","7104","5860","4834","3644","2585","1621","707","0"
"PC_ZZD","9378","8074","7069","5839","4807","3639","2574","1621","707","0"
"HYB_Quad_Storey","9480","8126","7105","5860","4835","3644","2585","1621","707","0"
"raw_BH","8152","7085","6250","5191","4341","3306","2395","1539","689","0"
"STOREY","9189","8132","6865","5820","4657","3675","2522","1568","676","0"
"PC_DM","9387","8279","6973","5877","4679","3689","2534","1570","676","0"
"HYB_PC_STO","9419","8305","6986","5889","4682","3693","2536","1572","676","0"
"PC_QUAD","9491","8363","7008","5904","4696","3691","2538","1572","675","0"
"PC_ZZD","9387","8278","6973","5877","4679","3688","2533","1569","675","0"
"HYB_Quad_Storey","9491","8363","7009","5905","4696","3692","2538","1572","675","0"
"raw_BH","8100","7195","6068","5205","4244","3360","2350","1499","660","0"
"STOREY","9166","8072","6979","5838","4746","3638","2540","1570","620","0"
"PC_DM","9356","8195","7091","5903","4784","3662","2549","1575","620","0"
"HYB_PC_STO","9402","8212","7112","5918","4790","3669","2552","1577","620","0"
"PC_QUAD","9465","8253","7141","5937","4796","3681","2557","1578","620","0"
"PC_ZZD","9356","8194","7090","5901","4782","3661","2549","1574","620","0"
"HYB_Quad_Storey","9468","8253","7141","5937","4796","3681","2557","1578","620","0"
"raw_BH","8078","7125","6173","5209","4325","3326","2367","1498","606","0"
"STOREY","9143","8145","6939","5955","4645","3643","2589","1593","686","0"
"PC_DM","9297","8263","7029","6019","4690","3682","2605","1599","686","0"
"HYB_PC_STO","9332","8298","7046","6033","4691","3684","2606","1604","686","0"
"PC_QUAD","9401","8330","7079","6045","4705","3693","2607","1610","686","0"
"PC_ZZD","9297","8261","7028","6018","4689","3680","2605","1599","686","0"
"HYB_Quad_Storey","9405","8331","7079","6046","4705","3693","2607","1610","686","0"
"raw_BH","8093","7229","6160","5360","4219","3341","2432","1521","659","0"
"STOREY","9208","8024","7042","5798","4737","3569","2571","1565","674","0"
"PC_DM","9366","8145","7153","5854","4796","3588","2576","1573","674","0"
"HYB_PC_STO","9411","8170","7176","5868","4804","3588","2579","1575","674","0"
"PC_QUAD","9496","8228","7200","5889","4829","3595","2576","1576","674","0"
"PC_ZZD","9365","8145","7153","5854","4790","3588","2575","1573","674","0"
"HYB_Quad_Storey","9498","8228","7200","5890","4829","3595","2576","1576","674","0"
"raw_BH","8149","7092","6202","5166","4320","3305","2414","1488","661","0"
"STOREY","9165","8087","6938","5750","4669","3500","2566","1603","618","0"
"PC_DM","9302","8189","7018","5825","4705","3526","2591","1619","620","0"
"HYB_PC_STO","9347","8214","7038","5839","4711","3528","2592","1622","621","0"
"PC_QUAD","9399","8238","7075","5853","4722","3537","2600","1624","621","0"
"PC_ZZD","9302","8188","7016","5822","4704","3526","2591","1618","620","0"
"HYB_Quad_Storey","9400","8238","7075","5853","4722","3537","2600","1624","621","0"
"raw_BH","8088","7168","6204","5146","4218","3273","2411","1530","592","0"
"STOREY","9158","8114","7037","5986","4742","3631","2592","1676","648","0"
"PC_DM","9323","8240","7149","6037","4779","3641","2614","1679","646","0"
"HYB_PC_STO","9359","8270","7164","6042","4784","3645","2617","1679","648","0"
"PC_QUAD","9429","8312","7187","6062","4793","3646","2627","1681","646","0"
"PC_ZZD","9323","8237","7146","6037","4777","3640","2611","1679","646","0"
"HYB_Quad_Storey","9429","8314","7188","6062","4793","3646","2627","1681","646","0"
"raw_BH","8070","7138","6263","5364","4290","3349","2404","1572","630","0"
"STOREY","9200","8070","7039","5786","4794","3644","2521","1505","687","0"
"PC_DM","9349","8177","7165","5853","4836","3667","2529","1509","687","0"
"HYB_PC_STO","9380","8213","7183","5864","4844","3670","2534","1509","687","0"
"PC_QUAD","9452","8252","7221","5882","4854","3675","2534","1511","687","0"
"PC_ZZD","9349","8174","7160","5852","4835","3667","2529","1509","687","0"
"HYB_Quad_Storey","9453","8252","7223","5882","4854","3675","2534","1511","687","0"
"raw_BH","8113","7137","6237","5184","4389","3355","2368","1437","663","0"
"STOREY","9170","7961","7150","5777","4761","3525","2575","1627","659","0"
"PC_DM","9325","8074","7225","5838","4800","3550","2582","1642","662","0"
"HYB_PC_STO","9358","8096","7236","5848","4808","3554","2584","1642","663","0"
"PC_QUAD","9428","8126","7261","5859","4818","3558","2588","1642","664","0"
"PC_ZZD","9325","8073","7223","5836","4799","3549","2581","1642","662","0"
"HYB_Quad_Storey","9428","8126","7261","5860","4818","3558","2588","1642","664","0"
"raw_BH","8090","7034","6326","5184","4336","3274","2411","1546","636","0"
"STOREY","9150","8106","7017","5840","4713","3577","2644","1648","662","0"
"PC_DM","9302","8251","7116","5913","4757","3605","2650","1655","666","0"
"HYB_PC_STO","9339","8278","7142","5924","4766","3610","2650","1655","667","0"
"PC_QUAD","9390","8310","7174","5939","4783","3612","2650","1659","667","0"
"PC_ZZD","9302","8251","7115","5913","4755","3604","2649","1655","666","0"
"HYB_Quad_Storey","9390","8312","7174","5939","4784","3612","2650","1659","667","0"
"raw_BH","8108","7158","6280","5293","4272","3303","2485","1564","635","0"
"STOREY","9142","8068","7001","5852","4690","3612","2518","1518","712","0"
"PC_DM","9307","8186","7097","5910","4720","3638","2534","1528","712","0"
"HYB_PC_STO","9332","8201","7112","5919","4725","3640","2535","1529","712","0"
"PC_QUAD","9381","8235","7137","5933","4733","3645","2538","1530","712","0"
"PC_ZZD","9307","8185","7094","5908","4720","3638","2534","1524","712","0"
"HYB_Quad_Storey","9382","8235","7137","5935","4733","3646","2539","1530","712","0"
"raw_BH","8055","7148","6226","5266","4286","3312","2339","1439","694","0"
"STOREY","9221","8110","6970","5872","4659","3716","2579","1505","666","0"
"PC_DM","9368","8216","7026","5913","4697","3733","2593","1511","668","0"
"HYB_PC_STO","9398","8247","7044","5922","4707","3737","2594","1511","668","0"
