"method","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"STOREY","0.185157894736842","0.267052631578947","0.361473684210526","0.446526315789474","0.549157894736842","0.639052631578947","0.721473684210526","0.824736842105263","0.911684210526316","1.00378947368421"
"PC_DM","0.132929322213715","0.223332095230429","0.3188345475191","0.404042481678819","0.520986873985765","0.612384237243922","0.707541141216168","0.804143197429992","0.910336362542967","1.00495099559204"
"HYB_PC_STO","0.123894877033873","0.214924046719504","0.311560491461334","0.397901143356666","0.516265345692292","0.608506702295572","0.704420702716362","0.802492715789664","0.909528069964592","1.00506768927802"
"PC_QUAD","0.110427622525102","0.200504478412654","0.300442151726927","0.3830196574478","0.507482968576249","0.598065878228392","0.700875042105036","0.793065298954523","0.912045535423693","1.00768239387989"
"PC_ZZD","0.133043359790073","0.223660025767745","0.31938843685853","0.404797972990471","0.522019055729615","0.613632665149241","0.709014710356286","0.805845327035112","0.912289745176744","1.002366"
"HYB_Quad_Storey","0.110112557067581","0.200211833823357","0.300193858297116","0.382804378241312","0.507326680704334","0.597934522679799","0.700765979965631","0.793011473440786","0.912023980755728","1.00768612679445"
"STOREY","0.182631578947368","0.276105263157895","0.361052631578947","0.458631578947368","0.544","0.633684210526316","0.738736842105263","0.819263157894737","0.905684210526316","1.00178947368421"
"PC_DM","0.129101900856344","0.227567974243765","0.320160985127396","0.426632984743847","0.519542824107997","0.608547826851371","0.726098603137989","0.815024034295995","0.896438729017545","0.996624291757907"
"HYB_PC_STO","0.120138418736474","0.219654872686137","0.313079437282272","0.420822061051715","0.514491805515323","0.604442470418121","0.723432450627531","0.813142507898232","0.895164095841433","0.996568509112151"
"PC_QUAD","0.10543760751224","0.207161334552526","0.30069976863947","0.41234915531295","0.510155352557812","0.596785539840431","0.721345847183747","0.811752156730488","0.88966767098105","0.995343713849963"
"PC_ZZD","0.12920688275377","0.227905926870826","0.320718012818208","0.427441925185751","0.520571589229837","0.609787177809701","0.727616079233013","0.816751907961139","0.898359229850401","0.998781831632206"
"HYB_Quad_Storey","0.105136604524944","0.206884513322274","0.300457833541971","0.41215594299042","0.50998112525611","0.596647420554484","0.721255307332287","0.811689888227947","0.889617557422071","0.995336432287733"
"STOREY","0.190315789473684","0.271157894736842","0.369157894736842","0.451157894736842","0.531894736842105","0.641894736842105","0.724631578947368","0.815789473684211","0.903894736842105","0.997894736842105"
"PC_DM","0.134698604650624","0.223914094402682","0.330763338934926","0.414454145596787","0.50092279750175","0.614663308405624","0.699334620746819","0.808358291169302","0.891609480751388","0.987365056379901"
"HYB_PC_STO","0.126205611957167","0.21606327843663","0.324051953292209","0.408274640079124","0.495566317414213","0.610842262963067","0.696188855046143","0.806393844672149","0.890524893341124","0.98724657518614"
"PC_QUAD","0.111086430119212","0.202996454342652","0.314815150813156","0.399676724902078","0.484537128629059","0.602988907743546","0.686890209977513","0.803473350881306","0.884051778521158","0.981799925324304"
"PC_ZZD","0.134816828349228","0.224243401950039","0.331345451794846","0.415234270905269","0.50190750764064","0.615917128593312","0.700788773259506","0.810070393686209","0.893518555582846","0.989500688903296"
"HYB_Quad_Storey","0.110803027516395","0.202729744711873","0.31458719145094","0.399463915457946","0.484349985806268","0.602858883220267","0.686778853448258","0.80340955767752","0.884011198874116","0.981791494945124"
"STOREY","0.189263157894737","0.274315789473684","0.360631578947368","0.458736842105263","0.543684210526316","0.646210526315789","0.721263157894737","0.820421052631579","0.907578947368421","1.00073684210526"
"PC_DM","0.135963784818702","0.22658538373189","0.318091047628602","0.426480380617436","0.512107360567249","0.623717130469626","0.704733653008844","0.818071162452394","0.912524638063179","1.00022555301698"
"HYB_PC_STO","0.126955394763769","0.218693155242082","0.311392669626152","0.420620729442782","0.50716863919806","0.619922357543717","0.701649615065131","0.815984228707982","0.911547657008741","1.00032436072688"
"PC_QUAD","0.114846035610681","0.204568081858357","0.302464396938974","0.411731235944619","0.499816190734758","0.612202585156623","0.696309452685335","0.819130043447873","0.916636921547554","0.997736583057171"
"PC_ZZD","0.136085001933583","0.2269210115498","0.318643177847291","0.427288959997977","0.513118533382352","0.624992372000317","0.706200579631864","0.819806245622757","0.914483198156837","1.002366"
"HYB_Quad_Storey","0.114529787543059","0.204293599958585","0.302243319688616","0.411534090132564","0.499648850586205","0.612074747040611","0.696200561220814","0.819054211115649","0.916602847847646","0.997742762995091"
"STOREY","0.188631578947368","0.271368421052632","0.366631578947368","0.459052631578947","0.550421052631579","0.636631578947368","0.724315789473684","0.809894736842105","0.910947368421053","1.00094736842105"
"PC_DM","0.135461879082496","0.226999528244925","0.320711435680619","0.42412915070682","0.52226645346323","0.606631934676771","0.70415952895738","0.797198297973124","0.908683755867508","1.00738469981488"
"HYB_PC_STO","0.126326664188544","0.218939020716445","0.313539572142209","0.41818152806914","0.516985071135713","0.602419687071807","0.701118044196839","0.79514851683081","0.907740571792305","1.00730434408628"
"PC_QUAD","0.110822009253348","0.206451099180018","0.301921451026303","0.407293548959002","0.506948779028103","0.593731472763133","0.695742624691778","0.791679157133181","0.908293930428011","1.01157347232755"
"PC_ZZD","0.135581908688405","0.227336135928753","0.32126976573744","0.424932167077392","0.523301662692124","0.607866752634216","0.705625097202893","0.798883995946128","0.910633228433891","1.002366"
"HYB_Quad_Storey","0.110507495869744","0.206169322378502","0.301669136942986","0.407092207850831","0.506759136272604","0.59358143845934","0.695637943884346","0.79160975755156","0.908265025764786","1.01156679809209"
"STOREY","0.182105263157895","0.269684210526316","0.372","0.450947368421053","0.543578947368421","0.641894736842105","0.723789473684211","0.815684210526316","0.915473684210526","0.998842105263158"
"PC_DM","0.133404387374088","0.224328699498693","0.331101935036913","0.42430489896154","0.507637320493143","0.619479094248171","0.70529380451215","0.807445912805523","0.901228445318335","0.994828041871285"
"HYB_PC_STO","0.124381717664532","0.216311271364072","0.324268824991819","0.418495000888139","0.502437175130023","0.615520150573862","0.702197388483823","0.805177742021923","0.900398309529067","0.994738159920555"
"PC_QUAD","0.112101887076308","0.20395054044391","0.315246131486537","0.414129168155049","0.491103143571144","0.610126886926255","0.695644054203181","0.804205817103638","0.897040554184602","0.99417806605422"
"PC_ZZD","0.133519548954616","0.224658988001706","0.33168484901521","0.425108331152483","0.50863791719343","0.620744308585162","0.706762056453626","0.80915585663522","0.903160278619958","0.996981331818353"
"HYB_Quad_Storey","0.11179329229466","0.203678051629364","0.315008298287326","0.413938506681338","0.490922061896802","0.609990024246362","0.695536821977816","0.80412052264953","0.897015139301458","0.994170448674585"
"STOREY","0.189473684210526","0.263789473684211","0.363157894736842","0.448","0.542631578947368","0.639368421052632","0.730526315789474","0.811368421052632","0.907157894736842","1.00031578947368"
"PC_DM","0.137397766458328","0.223514709332937","0.322124492061203","0.417684287773509","0.512154007011407","0.610069214362003","0.713314889226516","0.799479989815827","0.903028972382847","0.993932733657228"
"HYB_PC_STO","0.12830031525985","0.215109869544089","0.315154532230693","0.411527335251253","0.507222729949559","0.606050647487422","0.710336647182173","0.797285268727749","0.90226735188826","0.993842619809576"
"PC_QUAD","0.114389458479121","0.204285980425375","0.305085655442059","0.404614553979092","0.49831513234863","0.596951931994035","0.706598502436795","0.79596909746506","0.899408754298435","0.99198666432951"
"PC_ZZD","0.137522376373769","0.223843071935219","0.32268616540942","0.418472055598381","0.513165290191996","0.611312164923184","0.714802119054425","0.801171086271731","0.904965065731505","0.996083905305061"
"HYB_Quad_Storey","0.114075233006375","0.203993056065405","0.304848888884218","0.40440167693243","0.498148825184819","0.596814842941138","0.706495298341513","0.79589117287042","0.899388551700725","0.991980925051932"
"STOREY","0.184842105263158","0.27378947368421","0.365052631578947","0.444947368421053","0.552210526315789","0.634842105263158","0.728631578947368","0.821157894736842","0.906526315789474","0.998"
