"method","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"STOREY","9137","8136","7011","6001","4697","3623","2629","1574","650","0"
"PC_DM","9290","8240","7106","6078","4727","3652","2641","1586","651","0"
"HYB_PC_STO","9341","8267","7126","6088","4735","3656","2642","1587","651","0"
"PC_QUAD","9406","8306","7147","6118","4752","3664","2643","1590","650","0"
"PC_ZZD","9290","8238","7103","6077","4727","3652","2640","1584","650","0"
"HYB_Quad_Storey","9407","8306","7150","6119","4752","3664","2643","1590","650","0"
"raw_BH","8078","7204","6230","5335","4289","3347","2464","1494","630","0"
"oracle_adaptive_BH","9448","8307","7151","6085","4757","3662","2644","1587","651","0"
"STOREY","9165","8094","7018","5797","4755","3678","2474","1601","651","0"
"PC_DM","9349","8221","7102","5856","4775","3704","2479","1603","653","0"
"HYB_PC_STO","9380","8252","7118","5863","4784","3708","2484","1604","655","0"
"PC_QUAD","9450","8288","7152","5876","4790","3718","2489","1604","655","0"
"PC_ZZD","9348","8218","7100","5855","4774","3704","2478","1601","653","0"
"HYB_Quad_Storey","9452","8290","7153","5876","4790","3718","2489","1604","655","0"
"raw_BH","8123","7113","6236","5232","4295","3328","2333","1509","626","0"
"oracle_adaptive_BH","9481","8314","7153","5894","4808","3714","2509","1609","653","0"
"STOREY","9107","8106","6909","5906","4883","3583","2575","1591","715","0"
"PC_DM","9268","8256","6995","5954","4938","3604","2591","1596","719","0"
"HYB_PC_STO","9298","8280","7007","5961","4946","3608","2594","1596","719","0"
"PC_QUAD","9371","8326","7021","5984","4964","3617","2602","1596","722","0"
"PC_ZZD","9268","8255","6995","5954","4937","3602","2591","1594","719","0"
"HYB_Quad_Storey","9373","8327","7022","5984","4964","3617","2603","1596","722","0"
"raw_BH","8039","7193","6168","5263","4413","3320","2425","1495","694","0"
"oracle_adaptive_BH","9445","8338","7056","5983","4943","3618","2591","1596","718","0"
"STOREY","9135","8088","7078","5797","4749","3535","2636","1523","695","0"
"PC_DM","9281","8213","7167","5842","4804","3559","2645","1525","695","0"
"HYB_PC_STO","9313","8238","7182","5852","4811","3561","2648","1526","695","0"
"PC_QUAD","9361","8276","7208","5869","4817","3570","2650","1524","695","0"
"PC_ZZD","9280","8213","7166","5840","4798","3557","2643","1523","695","0"
"HYB_Quad_Storey","9364","8276","7208","5870","4817","3570","2650","1524","695","0"
"raw_BH","8003","7124","6283","5241","4311","3259","2453","1447","658","0"
"oracle_adaptive_BH","9430","8291","7215","5888","4817","3585","2650","1533","698","0"
"STOREY","9105","8139","6955","5796","4652","3593","2611","1659","609","0"
"PC_DM","9271","8225","7063","5838","4706","3632","2626","1667","610","0"
"HYB_PC_STO","9301","8244","7081","5850","4710","3637","2627","1667","610","0"
"PC_QUAD","9366","8274","7128","5867","4729","3649","2631","1668","610","0"
"PC_ZZD","9271","8225","7063","5838","4702","3631","2626","1664","609","0"
"HYB_Quad_Storey","9370","8274","7129","5867","4729","3649","2631","1668","610","0"
"raw_BH","8056","7166","6177","5209","4187","3313","2408","1589","592","0"
"oracle_adaptive_BH","9430","8300","7133","5874","4735","3639","2627","1664","611","0"
"STOREY","9135","8143","6877","5893","4754","3558","2598","1565","609","0"
"PC_DM","9284","8277","6979","5927","4804","3595","2616","1571","609","0"
"HYB_PC_STO","9324","8299","7003","5937","4810","3596","2617","1573","609","0"
"PC_QUAD","9383","8337","7033","5943","4825","3602","2619","1574","609","0"
"PC_ZZD","9282","8272","6978","5927","4801","3592","2615","1570","609","0"
"HYB_Quad_Storey","9385","8337","7034","5943","4825","3602","2619","1574","609","0"
"raw_BH","8121","7193","6105","5319","4266","3291","2418","1485","592","0"
"oracle_adaptive_BH","9430","8345","7067","5960","4816","3616","2617","1575","609","0"
"STOREY","9099","8155","7025","5917","4765","3616","2537","1634","717","0"
"PC_DM","9232","8267","7108","5968","4811","3657","2547","1639","718","0"
"HYB_PC_STO","9268","8281","7129","5975","4818","3662","2547","1639","718","0"
"PC_QUAD","9334","8320","7154","5984","4825","3672","2549","1639","718","0"
"PC_ZZD","9232","8266","7108","5968","4811","3656","2547","1637","718","0"
"HYB_Quad_Storey","9335","8321","7155","5984","4825","3672","2549","1639","718","0"
"raw_BH","8028","7232","6225","5310","4340","3314","2374","1541","684","0"
"oracle_adaptive_BH","9416","8336","7169","5993","4824","3668","2554","1637","718","0"
"STOREY","9183","8114","6966","5972","4618","3693","2553","1557","648","0"
"PC_DM","9323","8253","7051","6044","4667","3707","2562","1564","649","0"
"HYB_PC_STO","9368","8286","7064","6050","4670","3711","2566","1564","649","0"
"PC_QUAD","9420","8352","7096","6067","4682","3713","2568","1564","649","0"
"PC_ZZD","9323","8251","7050","6042","4666","3706","2561","1559","649","0"
"HYB_Quad_Storey","9420","8352","7098","6067","4682","3713","2568","1564","649","0"
"raw_BH","8083","7138","6217","5288","4212","3388","2367","1480","635","0"
"oracle_adaptive_BH","9468","8334","7108","6055","4707","3715","2577","1571","649","0"
"STOREY","9180","8073","7046","5851","4675","3594","2614","1552","691","0"
"PC_DM","9326","8194","7144","5904","4721","3621","2617","1557","693","0"
"HYB_PC_STO","9364","8219","7159","5911","4726","3624","2619","1557","694","0"
"PC_QUAD","9453","8278","7187","5928","4734","3634","2620","1561","694","0"
"PC_ZZD","9326","8194","7139","5904","4719","3620","2617","1556","693","0"
"HYB_Quad_Storey","9454","8281","7189","5928","4734","3635","2620","1561","694","0"
"raw_BH","8144","7124","6287","5218","4218","3353","2424","1478","658","0"
"oracle_adaptive_BH","9482","8314","7192","5938","4754","3643","2620","1561","696","0"
"STOREY","9185","8081","6866","5869","4692","3686","2571","1532","617","0"
"PC_DM","9337","8221","6947","5921","4726","3716","2582","1538","617","0"
"HYB_PC_STO","9379","8240","6974","5935","4731","3722","2587","1538","617","0"
"PC_QUAD","9440","8287","6990","5952","4738","3736","2588","1540","617","0"
"PC_ZZD","9337","8217","6947","5919","4726","3713","2580","1537","617","0"
"HYB_Quad_Storey","9442","8287","6991","5952","4740","3736","2588","1540","617","0"
"raw_BH","8129","7113","6103","5250","4308","3375","2416","1433","594","0"
"oracle_adaptive_BH","9470","8303","7027","5969","4759","3722","2588","1548","617","0"
"STOREY","9169","8048","7047","5841","4576","3608","2637","1592","699","0"
"PC_DM","9325","8202","7133","5901","4618","3633","2645","1594","701","0"
"HYB_PC_STO","9357","8230","7146","5912","4623","3637","2647","1595","701","0"
"PC_QUAD","9425","8259","7171","5925","4636","3643","2649","1596","703","0"
"PC_ZZD","9325","8201","7132","5899","4617","3633","2644","1592","701","0"
"HYB_Quad_Storey","9426","8264","7171","5925","4636","3643","2649","1596","703","0"
"raw_BH","8120","7093","6237","5279","4181","3314","2462","1531","677","0"
"oracle_adaptive_BH","9466","8288","7170","5937","4657","3659","2653","1603","701","0"
"STOREY","9206","8098","6851","5853","4780","3691","2582","1522","695","0"
"PC_DM","9379","8219","6948","5925","4828","3719","2596","1528","696","0"
"HYB_PC_STO","9430","8239","6961","5935","4841","3723","2602","1530","696","0"
"PC_QUAD","9487","8274","6994","5952","4854","3731","2607","1529","696","0"
"PC_ZZD","9379","8217","6947","5925","4828","3717","2595","1523","695","0"
