"method","V2","V3","V4"
"PC_midp","0.929028298919127","0.782406038977399","0.570252164484381"
"STOREY_RANDOM","0.927208224934538","0.780055134833942","0.569679017757341"
"PC_RANDOM","0.936786887268691","0.78042961432847","0.513163667409166"
"STOREY","1.464","1.124","0.856"
"PC","1.52651320571895","1.20837162299348","0.931248858422966"
"RES_STOREY","0.91816292459176","0.701776214139862","0.540470195379193"
"PC_midp","0.924743280405382","0.72760351003118","0.573488129429845"
"STOREY_RANDOM","0.924147777584016","0.729378983018571","0.574149453970265"
"PC_RANDOM","0.926499478990096","0.699917141258895","0.531879955954961"
"STOREY","1.42","1.188","0.892"
"PC","1.49068288152927","1.2463610935407","0.944180960037057"
"RES_STOREY","0.881607811466033","0.740310017464837","0.572298867167627"
"PC_midp","0.902537882616844","0.758826728993512","0.5849305686357"
"STOREY_RANDOM","0.901288475887808","0.75688869224858","0.584068231028679"
"PC_RANDOM","0.878734238747797","0.724831918680261","0.541982644756717"
"STOREY","1.46","1.164","0.9"
"PC","1.53083795702503","1.22237257617151","0.948983588978561"
"RES_STOREY","0.925520223764239","0.728896230940113","0.564819445482532"
"PC_midp","0.926947353879409","0.743554392369962","0.589381429292854"
"STOREY_RANDOM","0.923996622386159","0.743054295557066","0.58816018600232"
"PC_RANDOM","0.933315345634746","0.706200320592481","0.554214289553353"
"STOREY","1.488","1.144","0.86"
"PC","1.55117706945905","1.19892798923747","0.933056003290432"
"RES_STOREY","0.953399762794869","0.736041747503349","0.54871168406414"
"PC_midp","0.958974299146861","0.733199494210726","0.579109931385749"
"STOREY_RANDOM","0.96129192056111","0.730580075217886","0.580404623548767"
"PC_RANDOM","0.97522587086111","0.707869603537987","0.545502290586693"
"STOREY","1.476","1.156","0.856"
"PC","1.52353185320957","1.24287417956785","0.926466500250322"
"RES_STOREY","0.925627519337079","0.737237723854407","0.538818014625052"
"PC_midp","0.916256926552082","0.760868987476172","0.566586846072891"
"STOREY_RANDOM","0.914243389534119","0.7571590652852","0.566154071088195"
"PC_RANDOM","0.908418930598875","0.742437219525304","0.52055783013211"
"STOREY","1.46","1.172","0.844"
"PC","1.52154425852784","1.23128337294644","0.92295783121327"
"RES_STOREY","0.920581294065767","0.752525920109382","0.532032711801854"
"PC_midp","0.927096280520741","0.766570712590895","0.570333151471991"
"STOREY_RANDOM","0.925408480876656","0.764443836235741","0.568642457589172"
"PC_RANDOM","0.910745423821902","0.751181064581083","0.51933368340998"
"STOREY","1.456","1.164","0.876"
"PC","1.51535401634068","1.23739827736209","0.956387014391451"
"RES_STOREY","0.906067007106655","0.739282214340603","0.553733779718497"
"PC_midp","0.90725720773976","0.761884490725824","0.593416821720164"
"STOREY_RANDOM","0.909190270384824","0.76316261293934","0.589337412418631"
"PC_RANDOM","0.886552770930517","0.724752840791596","0.54927173639464"
"STOREY","1.452","1.164","0.84"
"PC","1.50568649863709","1.22959175296013","0.906048701836421"
"RES_STOREY","0.912438966859545","0.731901854856654","0.536797210338984"
"PC_midp","0.909238281918586","0.752105129661079","0.562027102382519"
"STOREY_RANDOM","0.910930189182103","0.753570132379144","0.560808278337003"
"PC_RANDOM","0.900462162029028","0.71936764373929","0.53667908845165"
"STOREY","1.452","1.168","0.88"
"PC","1.51247436598096","1.24254007971999","0.931159859213002"
"RES_STOREY","0.923333464580771","0.734451759049239","0.563078808670218"
"PC_midp","0.925034763386108","0.749306559068693","0.575335330473029"
"STOREY_RANDOM","0.923683074094326","0.749149140278298","0.574908139025907"
"PC_RANDOM","0.922858848876698","0.713979360837446","0.539619994525028"
"STOREY","1.424","1.108","0.928"
"PC","1.50012323203921","1.17800396219222","0.953868081395088"
"RES_STOREY","0.887974551902934","0.698824403444253","0.60795312775833"
"PC_midp","0.914579818964274","0.71573597356608","0.598958331661727"
"STOREY_RANDOM","0.917863536041907","0.71562905007227","0.597230749629316"
"PC_RANDOM","0.872638416710514","0.676782361635553","0.569443718621941"
"STOREY","1.488","1.136","0.84"
"PC","1.54228110738258","1.21968296167849","0.918239264843441"
"RES_STOREY","0.953754289852356","0.71473743039737","0.523882799119174"
"PC_midp","0.952903268619915","0.739644902424749","0.562335186781151"
"STOREY_RANDOM","0.952906902815041","0.73967978939475","0.562071290394635"
"PC_RANDOM","0.970777759613608","0.707438500001616","0.516825584947283"
"STOREY","1.408","1.16","0.892"
"PC","1.48223077408889","1.23303201984166","0.957803333093578"
"RES_STOREY","0.89623218371691","0.755542732325344","0.579177420930231"
"PC_midp","0.899395716139751","0.772259882896222","0.59661587914771"
"STOREY_RANDOM","0.900464548146474","0.769933352312377","0.595000000422417"
"PC_RANDOM","0.8770892041434","0.769319849243157","0.555708339323559"
"STOREY","1.432","1.084","0.808"
"PC","1.49640343249201","1.19106621295186","0.901247717315744"
"RES_STOREY","0.901943249373698","0.689308017152238","0.507362540352173"
"PC_midp","0.911024620799792","0.733196184368088","0.553592635623042"
"STOREY_RANDOM","0.908893300062042","0.734230285003967","0.553864330775016"
"PC_RANDOM","0.897320251326113","0.695393235051399","0.479713349469876"
"STOREY","1.336","1.132","0.832"
"PC","1.44862922199643","1.21169882200543","0.91786865256467"
"RES_STOREY","0.82271785387775","0.713374954842637","0.528751430617237"
"PC_midp","0.867502231685522","0.737564363587896","0.566603504100565"
"STOREY_RANDOM","0.864358413337851","0.737421485009761","0.567581378069427"
"PC_RANDOM","0.818493263843232","0.698896182398021","0.497187194933779"
"STOREY","1.42","1.18","0.812"
"PC","1.4851558450329","1.25701010721873","0.90903755823027"
"RES_STOREY","0.883717619057696","0.76052690007961","0.511194857081877"
"PC_midp","0.896700267234248","0.782279042206159","0.561992849127826"
"STOREY_RANDOM","0.898551794872879","0.781402316770036","0.561763180869452"
"PC_RANDOM","0.870845128978577","0.769383282033521","0.501443726035511"
"STOREY","1.444","1.152","0.888"
"PC","1.5163083377631","1.21599614726951","0.948300571792723"
"RES_STOREY","0.901025712779995","0.734441919177724","0.574591124447566"
"PC_midp","0.91013328932968","0.739917604566762","0.58841976955383"
"STOREY_RANDOM","0.908303718731856","0.738001446524418","0.588201122982515"
"PC_RANDOM","0.894060459031282","0.71362414770973","0.566334470761907"
"STOREY","1.452","1.188","0.8"
"PC","1.50257237926672","1.24211441762756","0.911977979778287"
"RES_STOREY","0.914255461234386","0.750707550850549","0.507350107172443"
"PC_midp","0.911842764614305","0.761396272093785","0.563784456371943"
"STOREY_RANDOM","0.908330613233857","0.76126286086784","0.564554854833888"
"PC_RANDOM","0.9145187564301","0.742384115690571","0.499650156148031"
"STOREY","1.464","1.14","0.852"
"PC","1.5226837536053","1.19747920493616","0.918142447907931"
"RES_STOREY","0.928902885803463","0.70761821341031","0.539628617465034"
"PC_midp","0.927715122529654","0.724145518016534","0.568077274534394"
"STOREY_RANDOM","0.932004835189693","0.722423545810072","0.566829776724051"
"PC_RANDOM","0.918211058180156","0.675649702574047","0.522762744641342"
"STOREY","1.432","1.156","0.84"
"PC","1.51853371012051","1.20729470847921","0.916702325547095"
"RES_STOREY","0.891455942546532","0.727563239622783","0.532462910801267"
"PC_midp","0.917957009426293","0.734244946539051","0.569917950990947"
"STOREY_RANDOM","0.917133649142023","0.734116622654356","0.569094066310382"
"PC_RANDOM","0.904466299363743","0.69367479131018","0.520867216985308"
"STOREY","1.392","1.156","0.844"
"PC","1.47462789420854","1.23137002781406","0.925638550031349"
"RES_STOREY","0.870045265811193","0.724871380127261","0.532243861889159"
"PC_midp","0.887060608808677","0.754928941773235","0.56546667237255"
"STOREY_RANDOM","0.889735042991405","0.755471107688201","0.565012031796075"
"PC_RANDOM","0.87106126673075","0.72341025037868","0.52955464930789"
"STOREY","1.488","1.172","0.848"
"PC","1.54109740374105","1.22808222492823","0.917532912209328"
"RES_STOREY","0.936851453946039","0.744302950531841","0.535652591743368"
"PC_midp","0.934273846348072","0.753670735181845","0.566949193375701"
"STOREY_RANDOM","0.936346651017698","0.751685821595913","0.567100348573011"
"PC_RANDOM","0.929199438761838","0.717257164735431","0.482231093209596"
"STOREY","1.484","1.14","0.812"
"PC","1.53801189282343","1.23046564994944","0.907504720425164"
"RES_STOREY","0.930177202649259","0.733307246178595","0.506203740424763"
"PC_midp","0.929730361502053","0.759483176668743","0.558163627106547"
"STOREY_RANDOM","0.930463834051016","0.761469106780408","0.561543412354334"
"PC_RANDOM","0.916186260159746","0.724912878948003","0.490649963860203"
"STOREY","1.456","1.168","0.844"
"PC","1.53393087033751","1.21916119504276","0.917911964035694"
"RES_STOREY","0.922365268691791","0.751382249530499","0.535602019128127"
"PC_midp","0.939492482349415","0.751715744996602","0.572158741324189"
"STOREY_RANDOM","0.940357287152774","0.751964075491027","0.572796240947572"
"PC_RANDOM","0.93297192145067","0.714446940729845","0.51860939510778"
"STOREY","1.472","1.156","0.876"
"PC","1.520022327601","1.2301731355359","0.930051069526344"
"RES_STOREY","0.93269958464911","0.714716249387765","0.561000321013677"
"PC_midp","0.924275184766818","0.741944461554463","0.578579083153857"
"STOREY_RANDOM","0.925352325826189","0.741770858386168","0.577166703656004"
"PC_RANDOM","0.912738149795981","0.711817135157547","0.531093771677554"
"STOREY","1.412","1.18","0.84"
"PC","1.48339695106591","1.26835075815493","0.912868489872038"
"RES_STOREY","0.890209478345287","0.74289480774932","0.529372863622292"
"PC_midp","0.90212796587616","0.786267647191259","0.561365906426803"
"STOREY_RANDOM","0.90390712727966","0.786304292154748","0.559468653640391"
"PC_RANDOM","0.886587437272703","0.757338750609846","0.505780352126345"
"STOREY","1.428","1.144","0.832"
"PC","1.50403660878588","1.21333205346026","0.932026253891037"
"RES_STOREY","0.893170400571047","0.726647907166715","0.537785801109198"
"PC_midp","0.909984689531521","0.733609130532346","0.581224786962168"
"STOREY_RANDOM","0.908793903833505","0.73463828603216","0.581813235042802"
"PC_RANDOM","0.902869497348345","0.707150351105307","0.541190358167429"
"STOREY","1.392","1.156","0.82"
"PC","1.46628872278462","1.23058449971782","0.916452098932885"
"RES_STOREY","0.871506815133239","0.732443051929124","0.520049551921411"
"PC_midp","0.890230267019221","0.749681209676946","0.559871597525925"
"STOREY_RANDOM","0.892335189988873","0.748140081324752","0.557758044730913"
"PC_RANDOM","0.882437550612576","0.724050956096418","0.504112979972126"
"STOREY","1.408","1.208","0.836"
"PC","1.48164910408596","1.26283717409227","0.922120714710143"
"RES_STOREY","0.885010735584497","0.776465146447406","0.529738579686881"
"PC_midp","0.897764861530543","0.778437847906559","0.571058936269436"
"STOREY_RANDOM","0.898585589544154","0.774873532300726","0.572496359893514"
"PC_RANDOM","0.876790573208507","0.771788028875914","0.531075035357464"
"STOREY","1.408","1.112","0.84"
"PC","1.48644644681087","1.2052082086966","0.925824479270346"
"RES_STOREY","0.882421196046228","0.691836903565855","0.539093219960629"
"PC_midp","0.904170717117592","0.732376130344269","0.574135717264631"
"STOREY_RANDOM","0.907190038149819","0.734201581666367","0.575571874601047"
"PC_RANDOM","0.88610243730809","0.685477063105065","0.525582208122888"
"STOREY","1.536","1.152","0.832"
"PC","1.55870171325046","1.20727475428331","0.930341214667195"
"RES_STOREY","0.985043628295861","0.732283427400922","0.523907699439322"
"PC_midp","0.958736163509986","0.740377151747614","0.565432156759253"
"STOREY_RANDOM","0.957885880929634","0.739742733894576","0.565845866428787"
"PC_RANDOM","0.981412438668439","0.715213193034447","0.507216986068948"
"STOREY","1.404","1.148","0.856"
"PC","1.49761560462638","1.2210947638708","0.920896679510818"
"RES_STOREY","0.873839561313268","0.73012328487002","0.543298135025724"
"PC_midp","0.900267792307318","0.75177918679702","0.564428491976662"
"STOREY_RANDOM","0.898578320704782","0.751297464755506","0.561961401557183"
"PC_RANDOM","0.881560261023824","0.72938825844297","0.517352409878668"
"STOREY","1.448","1.12","0.86"
"PC","1.51224387607448","1.21586305607166","0.924841359196551"
"RES_STOREY","0.918750757725341","0.702645436706677","0.560585953394057"
"PC_midp","0.926689351388607","0.735838385715494","0.576344536712384"
"STOREY_RANDOM","0.928798761959042","0.732864839215092","0.574467908381136"
"PC_RANDOM","0.908546776942436","0.685661012630646","0.540058830159994"
"STOREY","1.456","1.168","0.812"
"PC","1.52241307518055","1.25804328651868","0.904705216103034"
"RES_STOREY","0.927084390771769","0.737923393991127","0.509283812267259"
"PC_midp","0.931161859838895","0.773606561566588","0.554578215097259"
"STOREY_RANDOM","0.931064209739921","0.775422420986477","0.550362021075329"
"PC_RANDOM","0.927793157833385","0.739223278001722","0.487419713463347"
"STOREY","1.488","1.14","0.86"
"PC","1.54782656648318","1.22001799621705","0.943977123922722"
"RES_STOREY","0.941314943735683","0.708687978140035","0.567030823370214"
"PC_midp","0.936421488366164","0.73719602680237","0.592407739451367"
"STOREY_RANDOM","0.935853355871016","0.735069922086679","0.591871544112106"
"PC_RANDOM","0.935623584986424","0.703519302425513","0.561995618718426"
"STOREY","1.428","1.108","0.824"
"PC","1.48639039752435","1.19998048627542","0.89679184190213"
"RES_STOREY","0.900913248390574","0.693833532186633","0.524903372188303"
"PC_midp","0.904932273645842","0.728207686628125","0.550624001428025"
"STOREY_RANDOM","0.902846614544126","0.728084444933938","0.550048437257161"
"PC_RANDOM","0.880611821178317","0.679939194682564","0.496885862866091"
"STOREY","1.456","1.132","0.86"
"PC","1.51349179700349","1.22153828357154","0.926504676852009"
"RES_STOREY","0.919841579993096","0.725481767476319","0.553697970709572"
"PC_midp","0.918072678175292","0.755445075197826","0.570952042992537"
"STOREY_RANDOM","0.920480146763425","0.751936959061073","0.570327131451776"
"PC_RANDOM","0.91475552483537","0.737298452383449","0.524892854209195"
"STOREY","1.444","1.14","0.868"
"PC","1.51769703547884","1.2154211988234","0.931628563565673"
"RES_STOREY","0.898908250916929","0.725399613861032","0.564755744789488"
"PC_midp","0.916551248782653","0.74895689362338","0.577211763810916"
"STOREY_RANDOM","0.916441642354649","0.748264148291733","0.576746220042606"
"PC_RANDOM","0.89580042797151","0.728109031927471","0.530316948024062"
"STOREY","1.448","1.128","0.82"
"PC","1.50840831252081","1.21021830218677","0.911409656682067"
"RES_STOREY","0.90691721958476","0.709156794417246","0.516779920599229"
"PC_midp","0.906972249098336","0.737582748218627","0.569684355919942"
"STOREY_RANDOM","0.909977709603013","0.735972001442332","0.568404258097879"
"PC_RANDOM","0.896526147973987","0.701967749589906","0.501496695256429"
"STOREY","1.412","1.144","0.848"
"PC","1.48406422485707","1.22592212074638","0.939203879960163"
"RES_STOREY","0.880804510562656","0.728520831380653","0.554252341326929"
"PC_midp","0.891741278705042","0.753255103619288","0.587112344371732"
"STOREY_RANDOM","0.889149302846949","0.753983982985964","0.58693823991052"
"PC_RANDOM","0.863630654008803","0.731063642386915","0.542109411661096"
"STOREY","1.392","1.164","0.832"
"PC","1.46797786338742","1.23112216608327","0.922179346539693"
"RES_STOREY","0.875799176889289","0.750749508328776","0.5281537047482"
"PC_midp","0.88773062419094","0.756326562728874","0.575630607302343"
"STOREY_RANDOM","0.888322539803482","0.75741792137413","0.574971708799631"
"PC_RANDOM","0.8749258703997","0.736758820261348","0.518212111726742"
"STOREY","1.428","1.156","0.848"
"PC","1.51633080999648","1.24830899492466","0.907564672806307"
"RES_STOREY","0.891141303185567","0.729141535717165","0.541575729041869"
"PC_midp","0.913889163801301","0.757336872804791","0.560202780079207"
"STOREY_RANDOM","0.916504124152696","0.759285096195215","0.561794590234047"
"PC_RANDOM","0.898687026450543","0.719688040466387","0.523137951330902"
"STOREY","1.436","1.132","0.856"
"PC","1.50688118313833","1.20656077908233","0.95005373717549"
"RES_STOREY","0.905012790074417","0.710135299180304","0.55032244463799"
"PC_midp","0.912008147794666","0.737404470181668","0.59324188098192"
"STOREY_RANDOM","0.910924248056003","0.734209434028072","0.590062811639742"
"PC_RANDOM","0.896638969446312","0.698522071486271","0.555292318931316"
"STOREY","1.44","1.188","0.844"
"PC","1.50465918218516","1.2425560517422","0.921540726042558"
"RES_STOREY","0.896498368863249","0.756851218850085","0.537874451366824"
"PC_midp","0.906294946692264","0.758997039742453","0.568975727045528"
"STOREY_RANDOM","0.9060606582992","0.758806983803041","0.570434342403542"
"PC_RANDOM","0.874058777084732","0.729016726535097","0.522617194855588"
"STOREY","1.356","1.164","0.816"
"PC","1.46684818644389","1.22783242793813","0.902496647131684"
"RES_STOREY","0.83665609734911","0.740356808391092","0.527489449629818"
"PC_midp","0.883839246155216","0.757688860920292","0.559242342521229"
"STOREY_RANDOM","0.884064430861154","0.757378288112802","0.557851382663661"
"PC_RANDOM","0.843240769907606","0.712688714270352","0.504438836968158"
"STOREY","1.46","1.144","0.792"
"PC","1.51986521960053","1.20105494406478","0.892948496591899"
"RES_STOREY","0.917716286287606","0.735348929307237","0.49623961974109"
"PC_midp","0.921848924765779","0.73939456718806","0.54914585338279"
"STOREY_RANDOM","0.919189267343205","0.739377093559806","0.549233653693377"
"PC_RANDOM","0.915905015193927","0.709354851269546","0.482721410439849"
"STOREY","1.472","1.184","0.796"
"PC","1.54095402995506","1.23901321490502","0.906459083855829"
"RES_STOREY","0.917695004768428","0.758706300963041","0.497224612103724"
"PC_midp","0.932587528552956","0.767266316640271","0.558306901299526"
"STOREY_RANDOM","0.92929213097564","0.767854079939314","0.559656908593854"
"PC_RANDOM","0.921150254952906","0.751717293229956","0.490615463689659"
"STOREY","1.428","1.128","0.816"
"PC","1.50741237417107","1.20144925157642","0.91718657269007"
"RES_STOREY","0.8935300127583","0.713014221485782","0.522457665150763"
"PC_midp","0.909569297431659","0.732135281958972","0.570024192926347"
"STOREY_RANDOM","0.908346579976673","0.732799069117139","0.569880090094202"
"PC_RANDOM","0.899203252206502","0.690348601579646","0.507350168781417"
"STOREY","1.468","1.172","0.856"
"PC","1.52562167845886","1.23830369210955","0.946646419718177"
"RES_STOREY","0.949725060390849","0.740988075454395","0.534872666071122"
"PC_midp","0.944007168186411","0.753276937524809","0.573792866125733"
"STOREY_RANDOM","0.942677447920885","0.749671664813956","0.571896688897264"
"PC_RANDOM","0.951481468144547","0.715143874332134","0.536896850220849"
"STOREY","1.516","1.136","0.86"
"PC","1.53985668505181","1.20666561065757","0.938871908186951"
"RES_STOREY","0.95690990810503","0.706185105022815","0.549225106788831"
"PC_midp","0.937277549802627","0.729742613697616","0.58310949464529"
"STOREY_RANDOM","0.940931535825737","0.728645656625046","0.581729879209879"
"PC_RANDOM","0.937323266656072","0.703903473958066","0.542257355857869"
"STOREY","1.42","1.136","0.844"
"PC","1.5081132931314","1.19775855075768","0.920501091031435"
"RES_STOREY","0.877584634270619","0.724635078961025","0.533728244143999"
"PC_midp","0.904239530786689","0.730466196827106","0.564703844014886"
"STOREY_RANDOM","0.905307053678925","0.730926944199396","0.5651670620307"
"PC_RANDOM","0.876606439105644","0.705546984768069","0.507188422880316"
"STOREY","1.444","1.136","0.892"
"PC","1.51169287796863","1.21736100683662","0.974006392185636"
"RES_STOREY","0.902768323523781","0.714444910510563","0.5753745772298"
"PC_midp","0.913405432009078","0.744406745006582","0.607590812534922"
"STOREY_RANDOM","0.909821121545607","0.742746975821729","0.607055202982261"
"PC_RANDOM","0.899689990483762","0.709835424143668","0.562754355785558"
"STOREY","1.48","1.156","0.856"
"PC","1.52647453800847","1.209563486332","0.943974194521833"
"RES_STOREY","0.924071480653838","0.72721888970395","0.54864235428125"
"PC_midp","0.926301173421994","0.736112767945785","0.58408276307543"
"STOREY_RANDOM","0.925122651889318","0.738489738818892","0.583284601177161"
"PC_RANDOM","0.923673963832592","0.717352209590501","0.539759485950901"
"STOREY","1.408","1.148","0.8"
"PC","1.49576740536392","1.22988212082277","0.904097792825156"
"RES_STOREY","0.882531154191652","0.708159778371103","0.511019864637718"
"PC_midp","0.904211448714879","0.736086677912496","0.557009815732399"
"STOREY_RANDOM","0.901173113771344","0.732825844632452","0.557100385809774"
"PC_RANDOM","0.881878908824479","0.687640806376947","0.51155269219983"
"STOREY","1.472","1.188","0.824"
"PC","1.52395306980508","1.24074293883836","0.892965610276101"
"RES_STOREY","0.923641139857578","0.757587625778446","0.513160509133037"
"PC_midp","0.919423480487334","0.761594223714866","0.543898393095034"
"STOREY_RANDOM","0.919928480804886","0.763148597296066","0.542703299963904"
"PC_RANDOM","0.914779020303389","0.760469655867413","0.483643309631432"
"STOREY","1.476","1.096","0.828"
"PC","1.52859572255834","1.20362874150634","0.898209581188051"
"RES_STOREY","0.920778932623876","0.686596321027942","0.529613651398243"
"PC_midp","0.914482117591657","0.734428121971293","0.55870621559084"
"STOREY_RANDOM","0.917476679020354","0.733472467879746","0.557966614859773"
"PC_RANDOM","0.894620374628261","0.691195076082608","0.504857306814993"
"STOREY","1.44","1.176","0.848"
"PC","1.5074782385867","1.24632538800162","0.94340069419049"
"RES_STOREY","0.930654870222501","0.753234665338944","0.551767506686709"
"PC_midp","0.928270095347914","0.77030608952439","0.588983219915592"
"STOREY_RANDOM","0.929060430500833","0.769855397938248","0.587714814519616"
"PC_RANDOM","0.929417394946722","0.755077405698866","0.541168013096882"
"STOREY","1.488","1.164","0.848"
"PC","1.54322407065635","1.23117688753725","0.918055047958175"
"RES_STOREY","0.9551124478845","0.733561124671804","0.54123012407895"
"PC_midp","0.943659229996208","0.753478798361763","0.56434224612362"
"STOREY_RANDOM","0.942430039360263","0.75651313278077","0.563836550754866"
"PC_RANDOM","0.957830514885063","0.71493128747973","0.510824349556707"
"STOREY","1.472","1.168","0.808"
"PC","1.54387531038023","1.24071715675727","0.911150222195175"
"RES_STOREY","0.931409806646312","0.755473901229333","0.50403278952828"
"PC_midp","0.940208943918894","0.76281306715674","0.556823059233423"
"STOREY_RANDOM","0.939056288661782","0.76000203386863","0.557021802578687"
"PC_RANDOM","0.942871956813093","0.737828301422545","0.497552135056816"
"STOREY","1.472","1.176","0.888"
"PC","1.51742278110624","1.24738855570418","0.957637925904895"
"RES_STOREY","0.928267740625081","0.742695229641332","0.577546148654487"
"PC_midp","0.923350817682558","0.766578172340446","0.591851463134251"
"STOREY_RANDOM","0.922625685307539","0.763984441103911","0.59152533849488"
"PC_RANDOM","0.925241540802473","0.758186279224292","0.558881905146937"
"STOREY","1.5","1.172","0.792"
"PC","1.55208821294548","1.2349462024451","0.887867996594962"
"RES_STOREY","0.955216105532997","0.747256970530693","0.499191674307086"
"PC_midp","0.944791681125065","0.758026167186137","0.549944282933115"
"STOREY_RANDOM","0.945796952371311","0.756319301764369","0.549610901007362"
"PC_RANDOM","0.959607465424357","0.734208325508097","0.479799310458077"
"STOREY","1.444","1.124","0.844"
"PC","1.51341576081163","1.21144397030073","0.938868454456941"
"RES_STOREY","0.909419989279778","0.713482608573825","0.53451012315705"
"PC_midp","0.917008197984612","0.740846926323463","0.582965658406427"
"STOREY_RANDOM","0.918240155888446","0.741719525158087","0.582034944280609"
"PC_RANDOM","0.899346578644866","0.697305918670939","0.524282591507761"
"STOREY","1.472","1.204","0.88"
"PC","1.53115833711056","1.25807433041403","0.937787259673314"
"RES_STOREY","0.917571055483808","0.770137055637371","0.567549816311867"
"PC_midp","0.921167499550975","0.774482561893979","0.588116241480976"
"STOREY_RANDOM","0.923885913534575","0.772987016821518","0.589254532257522"
"PC_RANDOM","0.906722831330281","0.758091582792215","0.557498847931754"
"STOREY","1.5","1.172","0.848"
"PC","1.53975043409535","1.24880869522212","0.926344631440773"
"RES_STOREY","0.940562845446517","0.750661002016821","0.535664523071745"
"PC_midp","0.936940631754934","0.769900662681351","0.568618301909059"
"STOREY_RANDOM","0.936452103396175","0.767330552190757","0.567182832736595"
"PC_RANDOM","0.941051327652529","0.759392726718109","0.522418335192289"
"STOREY","1.448","1.116","0.876"
"PC","1.51751584691167","1.21320668973286","0.92041208838048"
"RES_STOREY","0.901103600712842","0.707600627277993","0.562262575698531"
"PC_midp","0.918060387607948","0.739034155061976","0.567276553992485"
"STOREY_RANDOM","0.918244143344388","0.738275550468838","0.568484885102226"
"PC_RANDOM","0.901856739259266","0.715459778588711","0.539674811341653"
"STOREY","1.472","1.136","0.86"
"PC","1.5144300226062","1.22270465597351","0.951877020659577"
"RES_STOREY","0.911179345980665","0.71156104169309","0.545846004378292"
"PC_midp","0.908553595726609","0.740655231667338","0.584813741126403"
"STOREY_RANDOM","0.905656232403247","0.73950843990387","0.584931735358797"
"PC_RANDOM","0.905400463364533","0.714442861218101","0.557469527574656"
"STOREY","1.476","1.152","0.856"
"PC","1.54143592610516","1.22876799703333","0.92105741386713"
"RES_STOREY","0.92280549640638","0.721543973618032","0.536619612219793"
"PC_midp","0.940493927550212","0.755036418259137","0.561976414226156"
"STOREY_RANDOM","0.937365461659068","0.755332838202546","0.560391596434431"
"PC_RANDOM","0.93421090605849","0.717992372510539","0.522768788824562"
"STOREY","1.472","1.148","0.892"
"PC","1.53177672528771","1.21503216088267","0.95909457489014"
"RES_STOREY","0.926512632730212","0.718244423499515","0.567940991556826"
"PC_midp","0.930573250616375","0.742872810010586","0.598003487743156"
"STOREY_RANDOM","0.928426839303709","0.742933275866994","0.599901716652841"
"PC_RANDOM","0.925338030861924","0.707251322933225","0.548307302145711"
"STOREY","1.404","1.132","0.856"
"PC","1.49307480786349","1.21411788160664","0.942455299988836"
"RES_STOREY","0.88386721131237","0.709378816698924","0.544889224600543"
"PC_midp","0.907055662210111","0.738818230821198","0.587502212690721"
"STOREY_RANDOM","0.910038549206469","0.739256525310693","0.58823875075524"
"PC_RANDOM","0.891093842154331","0.702343225415147","0.542459432503217"
"STOREY","1.376","1.156","0.884"
"PC","1.4750483160648","1.20954042283449","0.948824624281874"
"RES_STOREY","0.859388798022311","0.727689797939756","0.578577388893608"
"PC_midp","0.89437642746904","0.735389034176863","0.593897754448267"
"STOREY_RANDOM","0.895108047157947","0.734683161628837","0.594612561813149"
"PC_RANDOM","0.851931862913713","0.692038413820835","0.564783846495176"
"STOREY","1.468","1.18","0.876"
"PC","1.50943415354789","1.24383965344191","0.956107733848096"
"RES_STOREY","0.926834162789522","0.755276629507758","0.574356681834654"
"PC_midp","0.916812047155679","0.767687446835558","0.6035125155465"
"STOREY_RANDOM","0.916987025356977","0.766041685304428","0.602303676728388"
"PC_RANDOM","0.906248483885753","0.777388347320717","0.558610400320143"
"STOREY","1.452","1.156","0.892"
"PC","1.5186265747974","1.22687363368388","0.956395006838436"
"RES_STOREY","0.916231256752524","0.737378767119851","0.563462170927681"
"PC_midp","0.911695048265611","0.756319140450085","0.588923744604751"
"STOREY_RANDOM","0.914302316054017","0.753073931885044","0.587477655104543"
"PC_RANDOM","0.894867258479054","0.732555384869405","0.554915167635839"
"STOREY","1.476","1.144","0.852"
"PC","1.54574192226548","1.20701954701166","0.924921902821576"
"RES_STOREY","0.950601029479913","0.724015468680008","0.533795292177757"
"PC_midp","0.94661620532408","0.741527587721789","0.567636782972924"
"STOREY_RANDOM","0.945788564168443","0.742215639666636","0.568193280125433"
"PC_RANDOM","0.952243300107949","0.709979364125125","0.519850221849492"
"STOREY","1.48","1.152","0.908"
"PC","1.51590962030372","1.23549284865913","0.976417327306176"
"RES_STOREY","0.931950724464002","0.724811460987679","0.576874099584008"
"PC_midp","0.920443442550796","0.758232632855195","0.597021723146919"
"STOREY_RANDOM","0.920858134626411","0.760077720418118","0.595729706503717"
"PC_RANDOM","0.908597797439201","0.726062770333846","0.551622113855577"
"STOREY","1.388","1.16","0.852"
"PC","1.47037527447923","1.23838418633477","0.93302149934176"
"RES_STOREY","0.871918487261908","0.729496229774331","0.545148574877625"
"PC_midp","0.889605508994816","0.748216761410412","0.57395805631364"
"STOREY_RANDOM","0.888894997345733","0.744767285205013","0.573805478118386"
"PC_RANDOM","0.869044839947624","0.730869832316918","0.530370335750295"
"STOREY","1.416","1.156","0.84"
"PC","1.49117522519766","1.2417397700515","0.926858719012869"
"RES_STOREY","0.884089255314525","0.725419255203372","0.522434869087606"
"PC_midp","0.90373996438775","0.752313267236148","0.564961010808072"
