"method","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"STOREY","6441","5084","4131","3232","2307","1571","945","496","80","0"
"PC_DM","7750","6061","4837","3638","2541","1719","995","508","80","0"
"HYB_PC_STO","7862","6133","4883","3676","2555","1735","998","511","80","0"
"PC_QUAD","8470","6625","5166","3848","2661","1783","1012","515","80","0"
"PC_ZZD","7748","6056","4827","3634","2537","1719","995","508","80","0"
"HYB_Quad_Storey","8476","6630","5173","3850","2662","1783","1012","515","80","0"
"raw_BH","4533","3678","3130","2462","1808","1276","824","442","69","0"
"oracle_adaptive_BH","9214","7169","5533","4053","2759","1855","1057","525","80","0"
"STOREY","6464","5380","4105","3336","2400","1423","941","413","109","1"
"PC_DM","7763","6405","4757","3755","2649","1557","1029","435","114","1"
"HYB_PC_STO","7864","6506","4818","3793","2667","1573","1041","436","114","1"
"PC_QUAD","8532","6961","5076","3939","2758","1643","1062","447","114","1"
"PC_ZZD","7761","6396","4747","3748","2646","1554","1026","435","114","1"
"HYB_Quad_Storey","8535","6970","5077","3944","2758","1643","1062","447","114","1"
"raw_BH","4518","3883","2928","2569","1904","1159","771","374","105","1"
"oracle_adaptive_BH","9204","7352","5479","4110","2908","1707","1086","456","116","1"
"STOREY","6376","5214","4244","3337","2366","1566","926","441","119","0"
"PC_DM","7634","6129","4860","3744","2613","1685","978","468","121","0"
"HYB_PC_STO","7741","6222","4920","3783","2638","1690","980","468","121","0"
"PC_QUAD","8373","6623","5227","3973","2756","1746","1014","471","121","0"
"PC_ZZD","7633","6125","4858","3740","2607","1681","977","468","120","0"
"HYB_Quad_Storey","8382","6632","5229","3974","2756","1746","1014","471","121","0"
"raw_BH","4511","3701","3109","2506","1874","1279","803","411","117","0"
"oracle_adaptive_BH","9169","7173","5522","4082","2826","1834","1046","477","121","0"
"STOREY","6390","5483","4204","3142","2425","1516","905","527","120","0"
"PC_DM","7770","6370","4909","3586","2693","1646","966","550","121","0"
"HYB_PC_STO","7892","6476","4949","3613","2715","1656","969","550","121","0"
"PC_QUAD","8570","6868","5226","3763","2803","1696","987","556","121","0"
"PC_ZZD","7770","6366","4907","3582","2691","1645","966","546","121","0"
"HYB_Quad_Storey","8583","6871","5231","3763","2803","1696","987","556","121","0"
"raw_BH","4508","3937","3210","2396","1939","1273","799","469","115","0"
"oracle_adaptive_BH","9250","7349","5530","3982","2910","1780","1028","559","121","0"
"STOREY","6474","5310","4227","3187","2439","1593","1007","516","125","0"
"PC_DM","7790","6372","4915","3571","2710","1749","1057","545","128","0"
"HYB_PC_STO","7892","6467","4971","3608","2723","1758","1062","567","129","0"
"PC_QUAD","8458","6857","5291","3774","2815","1818","1090","569","129","0"
"PC_ZZD","7788","6368","4912","3567","2707","1746","1056","545","128","0"
"HYB_Quad_Storey","8466","6863","5291","3777","2816","1818","1090","569","129","0"
