"method","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"STOREY","6387","5242","4047","3099","2321","1642","965","448","124","0"
"PC_DM","7691","6213","4740","3533","2549","1782","1024","483","126","0"
"HYB_PC_STO","7800","6297","4799","3562","2567","1796","1029","483","126","0"
"PC_QUAD","8413","6758","5084","3723","2666","1824","1070","502","130","0"
"PC_ZZD","7687","6212","4737","3532","2548","1781","1022","482","126","0"
"HYB_Quad_Storey","8421","6772","5086","3726","2666","1824","1070","502","130","0"
"raw_BH","4376","3722","2967","2306","1860","1360","800","411","122","0"
"oracle_adaptive_BH","9173","7259","5432","3930","2796","1873","1093","502","130","0"
"STOREY","6478","5166","4190","3162","2234","1509","887","398","126","1"
"PC_DM","7792","6172","4857","3585","2535","1671","936","421","130","1"
"HYB_PC_STO","7890","6252","4920","3623","2568","1679","946","421","130","1"
"PC_QUAD","8497","6752","5213","3777","2690","1757","972","435","130","1"
"PC_ZZD","7789","6167","4854","3584","2532","1669","935","421","129","1"
"HYB_Quad_Storey","8500","6756","5215","3778","2690","1760","972","435","130","1"
"raw_BH","4626","3667","3093","2423","1786","1241","745","363","120","1"
"oracle_adaptive_BH","9201","7230","5571","4014","2766","1828","987","437","130","1"
"STOREY","6575","5240","4173","3296","2430","1616","883","381","93","0"
"PC_DM","7877","6250","4792","3688","2649","1773","947","402","96","0"
"HYB_PC_STO","8008","6336","4845","3726","2675","1783","953","402","96","0"
"PC_QUAD","8555","6750","5112","3904","2782","1840","975","402","96","0"
"PC_ZZD","7876","6243","4790","3687","2649","1772","946","402","96","0"
"HYB_Quad_Storey","8559","6753","5116","3905","2785","1840","975","402","96","0"
"raw_BH","4516","3679","3185","2525","1940","1264","745","347","75","0"
"oracle_adaptive_BH","9187","7254","5433","4071","2852","1872","995","415","96","0"
"STOREY","6553","5388","4257","3249","2375","1571","940","430","140","0"
"PC_DM","7787","6356","4909","3643","2637","1674","1031","439","140","0"
"HYB_PC_STO","7901","6440","4946","3679","2656","1694","1034","443","142","0"
"PC_QUAD","8546","6883","5221","3837","2748","1747","1057","461","142","0"
"PC_ZZD","7784","6352","4906","3639","2633","1671","1031","439","140","0"
"HYB_Quad_Storey","8558","6887","5224","3839","2748","1747","1057","461","142","0"
"raw_BH","4524","3882","3187","2561","1822","1266","797","389","129","0"
"oracle_adaptive_BH","9219","7323","5533","4049","2850","1803","1083","461","143","0"
"STOREY","6332","5285","4118","3220","2354","1633","943","452","78","0"
"PC_DM","7634","6221","4878","3637","2614","1753","995","489","78","0"
"HYB_PC_STO","7750","6296","4942","3676","2646","1761","1010","495","78","0"
"PC_QUAD","8459","6709","5300","3862","2758","1851","1034","499","78","0"
"PC_ZZD","7631","6220","4874","3636","2612","1747","995","488","78","0"
"HYB_Quad_Storey","8462","6711","5304","3865","2759","1852","1034","499","78","0"
"raw_BH","4551","3653","3054","2424","1816","1362","825","385","72","0"
"oracle_adaptive_BH","9175","7270","5606","4029","2876","1912","1056","499","82","0"
"STOREY","6488","5304","4164","3322","2410","1591","927","448","113","0"
"PC_DM","7696","6203","4774","3702","2668","1718","973","478","119","0"
"HYB_PC_STO","7788","6272","4844","3738","2695","1736","973","479","119","0"
"PC_QUAD","8409","6688","5143","3895","2825","1802","999","497","120","0"
"PC_ZZD","7690","6200","4773","3699","2662","1718","972","477","115","0"
"HYB_Quad_Storey","8412","6694","5146","3897","2826","1804","999","497","120","0"
"raw_BH","4616","3778","3063","2508","1901","1266","808","390","105","0"
"oracle_adaptive_BH","9165","7226","5472","4090","2905","1847","999","493","121","0"
"STOREY","6312","5440","4176","3290","2367","1593","915","487","120","0"
"PC_DM","7657","6365","4862","3702","2652","1791","960","506","123","0"
"HYB_PC_STO","7769","6455","4939","3734","2672","1796","961","507","123","0"
"PC_QUAD","8460","6841","5222","3916","2751","1837","995","528","124","0"
"PC_ZZD","7653","6361","4858","3701","2652","1791","960","504","120","0"
"HYB_Quad_Storey","8465","6844","5223","3917","2751","1837","995","528","124","0"
"raw_BH","4362","3877","3164","2450","1889","1306","777","431","109","0"
"oracle_adaptive_BH","9226","7281","5500","4141","2841","1907","1022","533","124","0"
"STOREY","6332","5330","4134","3282","2364","1580","974","438","114","0"
"PC_DM","7685","6253","4856","3676","2622","1730","1030","462","115","0"
"HYB_PC_STO","7791","6319","4938","3727","2633","1736","1031","462","115","0"
"PC_QUAD","8477","6772","5258","3918","2727","1773","1061","466","117","0"
"PC_ZZD","7684","6246","4854","3673","2611","1728","1030","462","115","0"
"HYB_Quad_Storey","8484","6775","5263","3919","2730","1773","1061","466","117","0"
"raw_BH","4475","3727","3079","2464","1853","1261","792","381","109","0"
"oracle_adaptive_BH","9219","7250","5554","4078","2858","1826","1096","481","117","0"
"STOREY","6463","5329","4095","3227","2247","1581","979","407","113","0"
"PC_DM","7820","6328","4792","3689","2524","1720","1029","426","116","0"
"HYB_PC_STO","7924","6414","4839","3713","2541","1727","1029","427","116","0"
"PC_QUAD","8501","6825","5186","3893","2648","1785","1049","433","121","0"
"PC_ZZD","7818","6327","4782","3682","2522","1717","1027","426","116","0"
"HYB_Quad_Storey","8508","6832","5189","3894","2648","1785","1049","433","121","0"
"raw_BH","4585","3934","3080","2445","1725","1284","820","370","107","0"
"oracle_adaptive_BH","9227","7298","5440","4080","2751","1827","1071","451","127","0"
"STOREY","6394","5201","4034","3290","2258","1562","916","406","123","0"
"PC_DM","7724","6198","4714","3714","2534","1668","975","437","123","0"
"HYB_PC_STO","7831","6285","4763","3762","2566","1686","978","437","123","0"
"PC_QUAD","8389","6720","5044","3893","2638","1735","995","441","124","0"
