"method","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"STOREY","9166","8054","7012","5729","4900","3562","2607","1519","678","0"
"PC_DM","9328","8173","7082","5773","4931","3583","2617","1523","679","0"
"HYB_PC_STO","9364","8203","7106","5787","4935","3586","2618","1525","679","0"
"PC_QUAD","9433","8234","7128","5794","4938","3587","2620","1525","680","0"
"PC_ZZD","9327","8170","7081","5772","4930","3583","2616","1523","679","0"
"HYB_Quad_Storey","9435","8235","7128","5794","4938","3587","2620","1525","680","0"
"raw_BH","8028","7146","6236","5106","4438","3271","2458","1453","652","0"
"oracle_adaptive_BH","9467","8272","7143","5830","4937","3596","2626","1529","680","0"
"STOREY","9138","8045","6908","5867","4656","3575","2604","1656","653","0"
"PC_DM","9298","8173","7004","5933","4697","3590","2613","1667","654","0"
"HYB_PC_STO","9336","8199","7018","5944","4703","3590","2615","1671","654","0"
"PC_QUAD","9414","8259","7060","5957","4719","3594","2618","1674","659","0"
"PC_ZZD","9298","8172","7003","5932","4695","3587","2610","1667","654","0"
"HYB_Quad_Storey","9417","8260","7060","5957","4719","3594","2618","1674","659","0"
"raw_BH","8091","7171","6162","5259","4197","3275","2444","1592","622","0"
"oracle_adaptive_BH","9456","8284","7070","5960","4738","3611","2618","1662","661","0"
"STOREY","9118","8049","7002","5883","4661","3640","2469","1567","685","0"
"PC_DM","9263","8189","7103","5919","4693","3659","2475","1573","685","0"
"HYB_PC_STO","9301","8210","7117","5929","4701","3668","2476","1573","685","0"
"PC_QUAD","9389","8257","7145","5938","4720","3671","2476","1573","685","0"
"PC_ZZD","9262","8186","7102","5918","4692","3656","2475","1571","685","0"
"HYB_Quad_Storey","9391","8260","7145","5938","4720","3671","2476","1573","685","0"
"raw_BH","8070","7155","6219","5266","4219","3360","2308","1480","661","0"
"oracle_adaptive_BH","9441","8282","7137","5972","4729","3675","2491","1573","689","0"
"STOREY","9129","8068","7027","5766","4735","3635","2541","1629","622","0"
"PC_DM","9278","8176","7110","5816","4785","3662","2557","1637","622","0"
"HYB_PC_STO","9314","8195","7125","5828","4793","3667","2559","1641","622","0"
